,FLT,FLT_next,REG,ITY,NAT,PAX,DES,ORG,start_time,end_time,arrival,towing,departure,stand,f,start,end,CGMS,prev,next,UID,disrupted,prev_stand,prev_start,prev_end
0,2Y924,2Y923,PKMYI,B73X,CGO,0.0,SRG,SRG,2019-05-13 00:16:00,2019-05-13 04:40:00,1.0,0.0,1.0,605,0.0,50.0,314.0,308,arr,dpt,0,0,605,50.0,314.0
1,3K763,3K763,9VJSQ,A320,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 02:50:00,1.0,0.0,1.0,C13,0.0,34.0,204.0,C13,arr,dpt,1,0,C13,34.0,204.0
2,3K764,3K161,9VJSQ,A320,PAX,0.0,DRW,KIX,2019-05-13 21:25:00,2019-05-13 23:05:00,1.0,0.0,1.0,C16,0.0,1319.0,1419.0,D47,arr,dpt,2,0,C16,1319.0,1419.0
3,3K162,3K697,9VJSI,A320,PAX,0.0,HKG,DRW,2019-05-13 09:05:00,2019-05-13 10:00:00,1.0,0.0,1.0,D35,0.0,579.0,634.0,C24,arr,dpt,3,0,D35,579.0,634.0
4,3K698,3K551,9VJSI,A320,PAX,0.0,SGN,HKG,2019-05-13 18:40:00,2019-05-13 19:50:00,1.0,0.0,1.0,C24,0.0,1154.0,1224.0,C17L,arr,dpt,4,0,C24,1154.0,1224.0
5,3K552,3K201,9VJSL,A320,PAX,0.0,CGK,SGN,2019-05-13 01:15:00,2019-05-13 08:15:00,1.0,0.0,1.0,C22,0.0,109.0,529.0,D35,arr,dpt,5,0,C22,109.0,529.0
6,3K202,3K823,9VJSL,A320,PAX,0.0,SWA,CGK,2019-05-13 12:40:00,2019-05-13 13:40:00,1.0,0.0,1.0,C22,0.0,794.0,854.0,D37,arr,dpt,6,0,C22,794.0,854.0
7,3K824,3K824,9VJSL,A320,PAX,0.0,,SWA,2019-05-13 23:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,D44,0.0,1419.0,1473.0,D32,arr,tow,7,0,D44,1419.0,1473.0
8,3K663,3K663,9VJSS,A320,PAX,0.0,KUL,,2019-05-13 00:00:00,2019-05-13 09:35:00,1.0,0.0,1.0,C17L,0.0,34.0,609.0,D47,arr,dpt,8,0,C17L,34.0,609.0
9,3K664,3K203,9VJSS,A320,PAX,0.0,CGK,KUL,2019-05-13 12:30:00,2019-05-13 13:35:00,1.0,0.0,1.0,C18,0.0,784.0,849.0,C17R,arr,dpt,9,0,C18,784.0,849.0
10,3K204,3K537,9VJSS,A320,PAX,0.0,HKT,CGK,2019-05-13 18:00:00,2019-05-13 19:50:00,1.0,0.0,1.0,D30,0.0,1114.0,1224.0,C24,arr,dpt,10,0,D30,1114.0,1224.0
11,3K240,3K761,9VJSH,A320,PAX,0.0,MNL,DPS,2019-05-13 01:52:00,2019-05-13 06:15:00,1.0,0.0,1.0,C11,0.0,146.0,409.0,C11,arr,dpt,11,0,C11,146.0,409.0
12,3K762,3K283,9VJSH,A320,PAX,0.0,KNO,MNL,2019-05-13 14:15:00,2019-05-13 15:15:00,1.0,0.0,1.0,C11,0.0,889.0,949.0,D46,arr,dpt,12,0,C11,889.0,949.0
13,3K284,3K205,9VJSH,A320,PAX,0.0,CGK,KNO,2019-05-13 18:55:00,2019-05-13 20:00:00,1.0,0.0,1.0,C18,0.0,1169.0,1234.0,C16,arr,dpt,13,0,C18,1169.0,1234.0
14,3K206,3K791,9VJSP,A320,PAX,0.0,OKA,CGK,2019-05-13 00:15:00,2019-05-13 02:06:00,1.0,0.0,1.0,D36,0.0,49.0,160.0,D44,arr,dpt,14,0,D36,49.0,160.0
15,3K792,3K245,9VJSP,A320,PAX,0.0,DPS,OKA,2019-05-13 13:10:00,2019-05-13 15:50:00,1.0,0.0,1.0,D36,0.0,824.0,984.0,D36,arr,dpt,15,0,D36,824.0,984.0
16,3K246,3K246,9VJSP,A320,PAX,0.0,,DPS,2019-05-13 22:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,D36,0.0,1359.0,1473.0,C11,arr,tow,16,0,D36,1359.0,1473.0
17,3K779,3K779,9VJSB,A320,PAX,0.0,CRK,,2019-05-13 00:00:00,2019-05-13 02:39:00,1.0,0.0,1.0,D47,0.0,34.0,193.0,C18,arr,dpt,17,0,D47,34.0,193.0
18,3K780,3K241,9VJSB,A320,PAX,0.0,DPS,CRK,2019-05-13 10:20:00,2019-05-13 10:55:00,1.0,0.0,1.0,D30,0.0,654.0,689.0,D35,arr,dpt,18,0,D30,654.0,689.0
19,3K242,3K513,9VJSB,A320,PAX,0.0,BKK,DPS,2019-05-13 17:10:00,2019-05-13 19:15:00,1.0,0.0,1.0,D36,0.0,1064.0,1189.0,D48,arr,dpt,19,0,D36,1064.0,1189.0
20,3K281,3K281,9VJSK,A320,PAX,0.0,KNO,,2019-05-13 00:00:00,2019-05-13 08:15:00,1.0,0.0,1.0,C16,0.0,34.0,529.0,D38,arr,dpt,20,0,C16,34.0,529.0
21,3K248,3K775,9VJSK,A320,PAX,0.0,CRK,SUB,2019-05-13 16:40:00,2019-05-13 20:00:00,1.0,0.0,1.0,D40L,0.0,1034.0,1234.0,C11,arr,dpt,21,0,D40L,1034.0,1234.0
22,3K514,3K511,9VJSA,A320,PAX,0.0,BKK,BKK,2019-05-13 02:29:00,2019-05-13 07:20:00,1.0,0.0,1.0,C15,0.0,183.0,474.0,C15,arr,dpt,22,0,C15,183.0,474.0
23,3K512,3K557,9VJSA,A320,PAX,0.0,SGN,BKK,2019-05-13 12:50:00,2019-05-13 13:45:00,1.0,0.0,1.0,D44,0.0,804.0,859.0,C22,arr,dpt,23,0,D44,804.0,859.0
24,3K558,3K687,9VJSA,A320,PAX,0.0,KUL,SGN,2019-05-13 18:30:00,2019-05-13 19:35:00,1.0,0.0,1.0,D37,0.0,1144.0,1209.0,C17R,arr,dpt,24,0,D37,1144.0,1209.0
25,3K688,3K688,9VJSA,A320,PAX,0.0,,KUL,2019-05-13 22:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,D47,0.0,1384.0,1473.0,D35,arr,tow,25,0,D47,1384.0,1473.0
26,3K683,3K683,9VJSM,A320,PAX,0.0,KUL,,2019-05-13 00:00:00,2019-05-13 07:05:00,1.0,0.0,1.0,C19,0.0,34.0,459.0,D44,arr,dpt,26,0,C19,34.0,459.0
27,3K684,3K515,9VJSM,A320,PAX,0.0,BKK,KUL,2019-05-13 10:00:00,2019-05-13 10:45:00,1.0,0.0,1.0,C26,0.0,634.0,679.0,C11,arr,dpt,27,0,C26,634.0,679.0
28,3K516,3K535,9VJSM,A320,PAX,0.0,HKT,BKK,2019-05-13 16:15:00,2019-05-13 17:15:00,1.0,0.0,1.0,D30,0.0,1009.0,1069.0,D47,arr,dpt,28,0,D30,1009.0,1069.0
29,3K536,3K536,9VJSM,A320,PAX,0.0,,HKT,2019-05-13 21:35:00,2019-05-13 23:59:00,1.0,0.0,0.0,D42R,0.0,1329.0,1473.0,D48,arr,tow,29,0,D42R,1329.0,1473.0
30,3K555,3K555,9VJSN,A320,PAX,0.0,SGN,,2019-05-13 00:00:00,2019-05-13 07:10:00,1.0,0.0,1.0,C23,0.0,34.0,464.0,D48,arr,dpt,30,0,C23,34.0,464.0
31,3K556,3K685,9VJSN,A320,PAX,0.0,KUL,SGN,2019-05-13 11:55:00,2019-05-13 12:50:00,1.0,0.0,1.0,D46,0.0,749.0,804.0,D47,arr,dpt,31,0,D46,749.0,804.0
32,3K686,3K517,9VJSN,A320,PAX,0.0,BKK,KUL,2019-05-13 15:45:00,2019-05-13 16:50:00,1.0,0.0,1.0,D49,0.0,979.0,1044.0,C24,arr,dpt,32,0,D49,979.0,1044.0
33,3K518,3K518,9VJSN,A320,PAX,0.0,,BKK,2019-05-13 22:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,D37,0.0,1379.0,1473.0,C17L,arr,tow,33,0,D37,1379.0,1473.0
34,3K542,3K533,9VJSW,A320,PAX,0.0,HKT,DAD,2019-05-13 01:30:00,2019-05-13 07:55:00,1.0,0.0,1.0,D42L,0.0,124.0,509.0,C25,arr,dpt,34,0,D42L,124.0,509.0
35,3K534,3K593,9VJSW,A320,PAX,0.0,PNH,HKT,2019-05-13 12:25:00,2019-05-13 13:25:00,1.0,0.0,1.0,D35,0.0,779.0,839.0,C11,arr,dpt,35,0,D35,779.0,839.0
36,3K594,3K677,9VJSW,A320,PAX,0.0,PEN,PNH,2019-05-13 18:25:00,2019-05-13 19:15:00,1.0,0.0,1.0,C16,0.0,1139.0,1189.0,D35,arr,dpt,36,0,C16,1139.0,1189.0
37,3K678,3K678,9VJSW,A320,PAX,0.0,,PEN,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,D35,0.0,1409.0,1473.0,D38,arr,tow,37,0,D35,1409.0,1473.0
38,3K538,3K817,9VJSV,A320,PAX,0.0,HAK,HKT,2019-05-13 01:03:00,2019-05-13 07:35:00,1.0,0.0,1.0,C26,0.0,97.0,489.0,C26,arr,dpt,38,0,C26,97.0,489.0
39,3K818,3K765,9VJSV,A320,PAX,0.0,MNL,HAK,2019-05-13 15:30:00,2019-05-13 17:25:00,1.0,0.0,1.0,D35,0.0,964.0,1079.0,D37,arr,dpt,39,0,D35,964.0,1079.0
40,3K766,3K581,9VJSR,A320,PAX,0.0,RGN,MNL,2019-05-13 01:24:00,2019-05-13 08:55:00,1.0,0.0,1.0,D37,0.0,118.0,569.0,D34,arr,dpt,40,0,D37,118.0,569.0
41,3K582,3K583,9VJSR,A320,PAX,0.0,RGN,RGN,2019-05-13 15:50:00,2019-05-13 16:55:00,1.0,0.0,1.0,D42R,0.0,984.0,1049.0,C11,arr,dpt,41,0,D42R,984.0,1049.0
42,3K584,3K584,9VJSR,A320,PAX,0.0,,RGN,2019-05-13 23:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,C16,0.0,1464.0,1473.0,D48,arr,tow,42,0,C16,1464.0,1473.0
43,3K592,3K671,9VJSJ,A320,PAX,0.0,PEN,PNH,2019-05-13 00:30:00,2019-05-13 09:45:00,1.0,0.0,1.0,C17R,0.0,64.0,619.0,D37,arr,dpt,43,0,C17R,64.0,619.0
44,3K672,3K601,9VJSJ,A320,PAX,0.0,REP,PEN,2019-05-13 13:20:00,2019-05-13 13:55:00,1.0,0.0,1.0,C25,0.0,834.0,869.0,C17L,arr,dpt,44,0,C25,834.0,869.0
45,3K602,3K602,9VJSJ,A320,PAX,0.0,,REP,2019-05-13 19:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,C11,0.0,1189.0,1473.0,C19,arr,tow,45,0,C11,1189.0,1473.0
46,3K722,3K721,9VJSO,A320,PAX,0.0,KIX,KIX,2019-05-13 00:31:00,2019-05-13 07:00:00,1.0,0.0,1.0,D35,0.0,65.0,454.0,C16,arr,dpt,46,0,D35,65.0,454.0
47,3K723,3K723,9VJSF,A320,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 01:08:00,1.0,0.0,1.0,C18,0.0,34.0,102.0,C11,arr,dpt,47,0,C18,34.0,102.0
48,3K724,3K724,9VJSF,A320,PAX,0.0,,KIX,2019-05-13 20:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,D46,0.0,1249.0,1473.0,D38,arr,tow,48,0,D46,1249.0,1473.0
49,3U8093,3U8094,B8599,A321,PAX,0.0,CTU,CTU,2019-05-13 18:40:00,2019-05-13 19:40:00,1.0,0.0,1.0,E20,0.0,1154.0,1214.0,E27L,arr,dpt,49,0,E20,1154.0,1214.0
50,5J537,5J538,RPC3237,A320,PAX,0.0,CRK,CRK,2019-05-13 16:00:00,2019-05-13 16:45:00,1.0,0.0,1.0,G2,0.0,994.0,1039.0,G17,arr,dpt,50,0,G2,994.0,1039.0
51,5J547,5J547,RPC3271,A320,PAX,0.0,,CEB,2019-05-13 23:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,G3,0.0,1454.0,1473.0,G4,arr,tow,51,0,G3,1454.0,1473.0
52,5J548,5J548,RPC3260,A320,PAX,0.0,CEB,,2019-05-13 00:00:00,2019-05-13 01:56:00,1.0,0.0,1.0,G11,0.0,34.0,150.0,G2,arr,dpt,52,0,G11,34.0,150.0
53,5J803,5J804,RPC4114,A321,PAX,0.0,MNL,MNL,2019-05-13 01:46:00,2019-05-13 03:09:00,1.0,0.0,1.0,G14,0.0,140.0,223.0,G5,arr,dpt,53,0,G14,140.0,223.0
54,5J805,5J806,RPC3344,A333,PAX,0.0,MNL,MNL,2019-05-13 17:25:00,2019-05-13 18:50:00,1.0,0.0,1.0,G19,1.0,1079.0,1164.0,G21,arr,dpt,54,0,G19,1079.0,1164.0
55,5J813,5J814,RPC4117,A321,PAX,0.0,MNL,MNL,2019-05-13 09:35:00,2019-05-13 10:35:00,1.0,0.0,1.0,G11,0.0,609.0,669.0,G17,arr,dpt,55,0,G11,609.0,669.0
56,5X169,5X166,N325UP,B762,CGO,0.0,SZX,HKG,2019-05-12 23:54:00,2019-05-13 21:40:00,1.0,0.0,1.0,601,1.0,28.0,1334.0,305,arr,dpt,56,0,601,28.0,1334.0
57,6E41,6E35,VTIER,A320,PAX,0.0,TRZ,CCU,2019-05-13 12:55:00,2019-05-13 14:00:00,1.0,0.0,1.0,F59R,0.0,809.0,874.0,E8,arr,dpt,57,0,F59R,809.0,874.0
58,6E37,6E42,VTIAX,A320,PAX,0.0,CCU,TRZ,2019-05-13 01:27:00,2019-05-13 02:45:00,1.0,0.0,1.0,F36,0.0,121.0,199.0,F54,arr,dpt,58,0,F36,121.0,199.0
59,6E51,6E52,VTIFI,A320,PAX,0.0,MAA,MAA,2019-05-13 11:15:00,2019-05-13 12:20:00,1.0,0.0,1.0,F36,0.0,709.0,774.0,F35L,arr,dpt,59,0,F36,709.0,774.0
60,6E53,6E54,VTIEP,A320,PAX,0.0,MAA,MAA,2019-05-13 04:40:00,2019-05-13 05:40:00,1.0,0.0,1.0,F50,0.0,314.0,374.0,F59R,arr,dpt,60,0,F50,314.0,374.0
61,6E73,6E58,VTIEH,A320,PAX,0.0,BLR,BLR,2019-05-13 04:25:00,2019-05-13 05:30:00,1.0,0.0,1.0,E27R,0.0,299.0,364.0,F56L,arr,dpt,61,0,E27R,299.0,364.0
62,8M231,8M232,XYAGV,A319,PAX,0.0,RGN,RGN,2019-05-13 12:50:00,2019-05-13 13:50:00,1.0,0.0,1.0,D38,0.0,804.0,864.0,C19,arr,dpt,62,0,D38,804.0,864.0
63,9C8549,9C8550,B8647,A320,PAX,0.0,PVG,PVG,2019-05-13 22:10:00,2019-05-13 23:10:00,1.0,0.0,1.0,G12,0.0,1364.0,1424.0,G1,arr,dpt,63,0,G12,1364.0,1424.0
64,AF256,AF257,FGSQI,B77W,PAX,0.0,CDG,CDG,2019-05-13 15:45:00,2019-05-13 22:35:00,1.0,0.0,1.0,D32,1.0,979.0,1389.0,C1,arr,dpt,64,0,D32,979.0,1389.0
65,AI342,AI347,VTCIO,A320,PAX,0.0,MAA,BOM,2019-05-13 07:50:00,2019-05-13 09:00:00,1.0,0.0,1.0,E1,0.0,504.0,574.0,E1,arr,dpt,65,0,E1,504.0,574.0
66,AI346,AI343,VTCIO,A320,PAX,0.0,BOM,MAA,2019-05-13 17:55:00,2019-05-13 19:15:00,1.0,0.0,1.0,F32,0.0,1109.0,1189.0,F35L,arr,dpt,66,0,F32,1109.0,1189.0
67,AI380,AI381,VTANA,B788,PAX,0.0,DEL,DEL,2019-05-13 07:30:00,2019-05-13 08:35:00,1.0,0.0,1.0,F60,1.0,484.0,549.0,E3,arr,dpt,67,0,F60,484.0,549.0
68,AK1311,AK1310,9MAQU,A320,PAX,0.0,IPH,IPH,2019-05-13 11:00:00,2019-05-13 11:40:00,1.0,0.0,1.0,G20R,0.0,694.0,734.0,G12,arr,dpt,68,0,G20R,694.0,734.0
69,AK1721,AK1720,9MAHR,A320,PAX,0.0,PEN,PEN,2019-05-13 10:55:00,2019-05-13 11:25:00,1.0,0.0,1.0,G15,0.0,689.0,719.0,G10,arr,dpt,69,0,G15,689.0,719.0
70,AK1723,AK1722,9MAHJ,A320,PAX,0.0,PEN,PEN,2019-05-13 13:20:00,2019-05-13 13:50:00,1.0,0.0,1.0,G8,0.0,834.0,864.0,G15,arr,dpt,70,0,G8,834.0,864.0
71,AK1725,AK1724,9MAHJ,A320,PAX,0.0,PEN,PEN,2019-05-13 17:10:00,2019-05-13 17:35:00,1.0,0.0,1.0,G18L,0.0,1064.0,1089.0,G1,arr,dpt,71,0,G18L,1064.0,1089.0
72,AK1729,AK1730,9MAHJ,A320,PAX,0.0,PEN,PEN,2019-05-13 21:00:00,2019-05-13 21:40:00,1.0,0.0,1.0,G11,0.0,1294.0,1334.0,G7,arr,dpt,72,0,G11,1294.0,1334.0
73,AK1727,AK1726,9MAQR,A320,PAX,0.0,PEN,PEN,2019-05-13 22:00:00,2019-05-13 22:30:00,1.0,0.0,1.0,G1,0.0,1354.0,1384.0,G4,arr,dpt,73,0,G1,1354.0,1384.0
74,AK1757,AK1758,9MAJA,A320,PAX,0.0,MYY,MYY,2019-05-13 11:55:00,2019-05-13 12:25:00,1.0,0.0,1.0,G12,0.0,749.0,779.0,G8,arr,dpt,74,0,G12,749.0,779.0
75,AK1775,AK1776,9MAGT,A320,PAX,0.0,KCH,KCH,2019-05-13 11:15:00,2019-05-13 11:45:00,1.0,0.0,1.0,G8,0.0,709.0,739.0,G4,arr,dpt,75,0,G8,709.0,739.0
76,AK1791,AK1792,9MAQZ,A320,PAX,0.0,BKI,BKI,2019-05-13 17:10:00,2019-05-13 17:40:00,1.0,0.0,1.0,G6,0.0,1064.0,1094.0,G10,arr,dpt,76,0,G6,1064.0,1094.0
77,AK1793,AK1794,9MAFW,A320,PAX,0.0,BKI,BKI,2019-05-13 11:30:00,2019-05-13 12:10:00,1.0,0.0,1.0,G14,0.0,724.0,764.0,G13,arr,dpt,77,0,G14,724.0,764.0
78,AK701,AK700,9MAJT,A320,PAX,0.0,KUL,KUL,2019-05-13 07:15:00,2019-05-13 07:45:00,1.0,0.0,1.0,G17,0.0,469.0,499.0,G1,arr,dpt,78,0,G17,469.0,499.0
79,AK713,AK712,9MAJT,A320,PAX,0.0,KUL,KUL,2019-05-13 13:40:00,2019-05-13 14:10:00,1.0,0.0,1.0,G10,0.0,854.0,884.0,G10,arr,dpt,79,0,G10,854.0,884.0
80,AK703,AK702,9MAGV,A20N,PAX,0.0,KUL,KUL,2019-05-13 08:40:00,2019-05-13 09:10:00,1.0,0.0,1.0,G17,0.0,554.0,584.0,G4,arr,dpt,80,0,G17,554.0,584.0
81,AK705,AK704,9MAJG,A320,PAX,0.0,KUL,KUL,2019-05-13 09:50:00,2019-05-13 10:30:00,1.0,0.0,1.0,G9,0.0,624.0,664.0,G11,arr,dpt,81,0,G9,624.0,664.0
82,AK707,AK706,9MAFB,A320,PAX,0.0,KUL,KUL,2019-05-13 11:10:00,2019-05-13 11:40:00,1.0,0.0,1.0,G1,0.0,704.0,734.0,G15,arr,dpt,82,0,G1,704.0,734.0
83,AK711,AK710,9MRAE,A320,PAX,0.0,KUL,KUL,2019-05-13 13:00:00,2019-05-13 13:30:00,1.0,0.0,1.0,G12,0.0,814.0,844.0,G14,arr,dpt,83,0,G12,814.0,844.0
84,AK715,AK714,9MAHS,A320,PAX,0.0,KUL,KUL,2019-05-13 15:40:00,2019-05-13 16:10:00,1.0,0.0,1.0,G4,0.0,974.0,1004.0,G2,arr,dpt,84,0,G4,974.0,1004.0
85,AK717,AK716,9MRAB,A20N,PAX,0.0,KUL,KUL,2019-05-13 18:30:00,2019-05-13 19:10:00,1.0,0.0,1.0,G5,0.0,1144.0,1184.0,G9,arr,dpt,85,0,G5,1144.0,1184.0
86,AK719,AK718,9MNEO,A20N,PAX,0.0,KUL,KUL,2019-05-13 20:00:00,2019-05-13 20:45:00,1.0,0.0,1.0,G8,0.0,1234.0,1279.0,G5,arr,dpt,86,0,G8,1234.0,1279.0
87,AK721,AK720,9MAQI,A320,PAX,0.0,KUL,KUL,2019-05-13 20:50:00,2019-05-13 21:20:00,1.0,0.0,1.0,G13,0.0,1284.0,1314.0,G11,arr,dpt,87,0,G13,1284.0,1314.0
88,AK732,AK733,9MAJN,A320,PAX,0.0,LGK,LGK,2019-05-13 10:20:00,2019-05-13 10:55:00,1.0,0.0,1.0,G19R,0.0,654.0,689.0,G8,arr,dpt,88,0,G19R,654.0,689.0
89,AY131,AY132,OHLWM,A359,PAX,0.0,HEL,HEL,2019-05-13 16:30:00,2019-05-13 23:25:00,1.0,0.0,1.0,D34,1.0,1024.0,1439.0,D49,arr,dpt,89,0,D34,1024.0,1439.0
90,BA011,BA012,GXLEK,A388,PAX,0.0,LHR,LHR,2019-05-13 16:05:00,2019-05-13 23:15:00,1.0,0.0,1.0,C25,1.0,999.0,1429.0,C26,arr,dpt,90,0,C25,999.0,1429.0
91,BA015,BA015,GSTBF,B77W,PAX,0.0,SYD,LHR,2019-05-13 17:45:00,2019-05-13 19:25:00,1.0,0.0,1.0,C22,1.0,1099.0,1199.0,C22,arr,dpt,91,0,C22,1099.0,1199.0
92,BA016,BA016,GSTBE,B77W,PAX,0.0,LHR,SYD,2019-05-13 21:05:00,2019-05-13 22:35:00,1.0,0.0,1.0,C24,1.0,1299.0,1389.0,C24,arr,dpt,92,0,C24,1299.0,1389.0
93,BG084,BG085,S2AFL,B738,PAX,0.0,DAC,DAC,2019-05-13 14:40:00,2019-05-13 15:50:00,1.0,0.0,1.0,D48,0.0,914.0,984.0,D49,arr,dpt,93,0,D48,914.0,984.0
94,BI421,BI422,V8RBE,A320,PAX,0.0,BWN,BWN,2019-05-13 11:20:00,2019-05-13 12:10:00,1.0,0.0,1.0,E28,0.0,714.0,764.0,F59R,arr,dpt,94,0,E28,714.0,764.0
95,BI423,BI424,V8RBD,A320,PAX,0.0,BWN,BWN,2019-05-13 20:35:00,2019-05-13 21:25:00,1.0,0.0,1.0,F52R,0.0,1269.0,1319.0,E27R,arr,dpt,95,0,F52R,1269.0,1319.0
96,BL111,BL110,VNA571,A320,PAX,0.0,SGN,SGN,2019-05-13 10:10:00,2019-05-13 11:00:00,1.0,0.0,1.0,C18,0.0,644.0,694.0,C25,arr,dpt,96,0,C18,644.0,694.0
97,BR215,BR216,B16726,B77W,PAX,0.0,TPE,TPE,2019-05-13 13:50:00,2019-05-13 15:10:00,1.0,0.0,1.0,A13,1.0,864.0,944.0,A11,arr,dpt,97,0,A13,864.0,944.0
98,BR225,BR226,B16732,B77W,PAX,0.0,TPE,TPE,2019-05-13 12:00:00,2019-05-13 13:10:00,1.0,0.0,1.0,B7,1.0,754.0,824.0,B5,arr,dpt,98,0,B7,754.0,824.0
99,CA403,CA404,B6793,A320,PAX,0.0,INC,INC,2019-05-13 15:00:00,2019-05-13 16:00:00,1.0,0.0,1.0,D47,0.0,934.0,994.0,C17R,arr,dpt,99,0,D47,934.0,994.0
100,CA775,CA776,B5978,A333,PAX,0.0,PEK,PEK,2019-05-13 16:25:00,2019-05-13 18:00:00,1.0,0.0,1.0,C17,1.0,1019.0,1114.0,D32,arr,dpt,100,0,C17,1019.0,1114.0
101,CA969,CA970,B7879,B789,PAX,0.0,PEK,PEK,2019-05-13 21:55:00,2019-05-13 23:25:00,1.0,0.0,1.0,C22,1.0,1349.0,1439.0,D37,arr,dpt,101,0,C22,1349.0,1439.0
102,CA975,CA976,B5977,A333,PAX,0.0,PEK,PEK,2019-05-13 06:30:00,2019-05-13 09:00:00,1.0,0.0,1.0,D47,1.0,424.0,574.0,D36,arr,dpt,102,0,D47,424.0,574.0
103,CI751,CI751,B18361,A333,PAX,0.0,SUB,TPE,2019-05-13 19:15:00,2019-05-13 20:30:00,1.0,0.0,1.0,A21,1.0,1189.0,1264.0,B5,arr,dpt,103,0,A21,1189.0,1264.0
104,CI752,CI752,B18306,A333,PAX,0.0,TPE,SUB,2019-05-13 09:25:00,2019-05-13 10:25:00,1.0,0.0,1.0,A5,1.0,599.0,659.0,A13,arr,dpt,104,0,A5,599.0,659.0
105,CI753,CI754,B18315,A333,PAX,0.0,TPE,TPE,2019-05-13 12:25:00,2019-05-13 13:25:00,1.0,0.0,1.0,A13,1.0,779.0,839.0,B1,arr,dpt,105,0,A13,779.0,839.0
106,CI7925,CI7926,B18356,A333,PAX,0.0,TPE,TPE,2019-05-13 02:45:00,2019-05-13 03:45:00,1.0,0.0,1.0,B8,1.0,199.0,259.0,B7,arr,dpt,106,0,B8,199.0,259.0
107,CX635,CX636,BLXH,A35K,PAX,0.0,HKG,HKG,2019-05-13 19:10:00,2019-05-13 20:10:00,1.0,0.0,1.0,G21,1.0,1184.0,1244.0,G20,arr,dpt,107,0,G21,1184.0,1244.0
108,CX659,CX650,BLAM,A333,PAX,0.0,HKG,HKG,2019-05-13 05:30:00,2019-05-13 06:35:00,1.0,0.0,1.0,G19,1.0,364.0,429.0,G18,arr,dpt,108,0,G19,364.0,429.0
