,FLT,FLT_next,REG,ITY,NAT,PAX,DES,ORG,start_time,end_time,arrival,towing,departure,stand,f,start,end,CGMS,prev,next,UID,disrupted,prev_stand,prev_start,prev_end
437,SQ346,SQ346,9VSKW,A388,PAX,0.0,ZRH,,2019-05-13 00:00:00,2019-05-13 01:32:00,1.0,0.0,1.0,A5,1.0,34.0,126.0,A10,arr,dpt,437,0,A5,34.0,126.0
438,SQ362,SQ362,9VSMB,A359,PAX,0.0,ARN,,2019-05-13 00:00:00,2019-05-13 00:27:00,1.0,0.0,1.0,B2,1.0,34.0,61.0,B1,arr,dpt,438,0,B2,34.0,61.0
439,SQ365,SQ365,9VSMC,A359,PAX,0.0,,FCO,2019-05-13 06:00:00,2019-05-13 23:59:00,1.0,1.0,0.0,467,1.0,394.0,1473.0,F54,arr,tow,439,0,467,394.0,1473.0
440,SQ366,SQ366,9VSMF,A359,PAX,0.0,FCO,,2019-05-13 00:00:00,2019-05-13 01:28:00,1.0,0.0,1.0,A1,1.0,34.0,122.0,A2,arr,dpt,440,1,A1,34.0,124.0
441,SQ377,SQ377,9VSMR,A359,PAX,0.0,,BCN,2019-05-13 07:00:00,2019-05-13 23:59:00,1.0,1.0,0.0,201,1.0,454.0,1473.0,E12,arr,tow,441,0,201,454.0,1473.0
442,SQ391,SQ8871,9VSVM,B772,PAX,0.0,A/T,IST,2019-05-13 05:00:00,2019-05-13 08:00:00,1.0,0.0,1.0,A19,1.0,334.0,514.0,A20,arr,dpt,442,0,A19,334.0,514.0
443,SQ8871,SQ968,9VSVM,B772,CRW,0.0,CGK,A/T,2019-05-13 12:00:00,2019-05-13 19:55:00,1.0,0.0,0.0,A18,1.0,754.0,1229.0,508,arr,tow,443,0,A18,754.0,1229.0
444,SQ8871,SQ968,9VSVM,B772,CRW,0.0,CGK,A/T,2019-05-13 19:55:00,2019-05-13 21:55:00,0.0,0.0,1.0,E26,1.0,1229.0,1349.0,508,tow,dpt,444,0,E26,1229.0,1349.0
445,SQ392,SQ392,9VSVC,B772,PAX,0.0,IST,,2019-05-13 00:00:00,2019-05-13 01:41:00,1.0,0.0,1.0,A19,1.0,34.0,135.0,C22,arr,dpt,445,0,A19,34.0,135.0
446,SQ981,SQ402,9VSCH,B78X,PAX,0.0,DEL,BKK,2019-05-13 00:13:00,2019-05-13 02:35:00,1.0,0.0,1.0,A14,1.0,47.0,189.0,A11,arr,dpt,446,0,A14,47.0,189.0
447,SQ401,SQ401,9VSCH,B78X,PAX,0.0,,DEL,2019-05-13 17:25:00,2019-05-13 23:59:00,1.0,1.0,0.0,206,1.0,1079.0,1473.0,A16,arr,tow,447,0,206,1079.0,1473.0
448,SQ403,SQ802,9VSKG,A388,PAX,0.0,PEK,DEL,2019-05-13 06:10:00,2019-05-13 08:30:00,1.0,0.0,1.0,B2,1.0,404.0,544.0,B2,arr,dpt,448,0,B2,404.0,544.0
449,SQ807,SQ807,9VSKG,A388,PAX,0.0,,PEK,2019-05-13 23:00:00,2019-05-13 23:59:00,1.0,0.0,0.0,F60,1.0,1414.0,1473.0,B7,arr,tow,449,0,F60,1414.0,1473.0
450,SQ423,SQ406,9VSKK,A388,PAX,0.0,DEL,BOM,2019-05-13 07:40:00,2019-05-13 16:50:00,1.0,0.0,1.0,B4,1.0,494.0,1044.0,A10,arr,dpt,450,0,B4,494.0,1044.0
451,SQ637,SQ424,9VSKF,A388,PAX,0.0,BOM,NRT,2019-05-13 17:20:00,2019-05-13 19:00:00,1.0,0.0,1.0,A10,1.0,1074.0,1174.0,A10,arr,dpt,451,0,A10,1074.0,1174.0
452,SQ425,SQ910,9VSYH,B773,PAX,0.0,MNL,BOM,2019-05-13 06:50:00,2019-05-13 09:30:00,1.0,0.0,1.0,E11,1.0,444.0,604.0,F42,arr,dpt,452,0,E11,444.0,604.0
453,SQ917,SQ917,9VSYH,B773,PAX,0.0,,MNL,2019-05-13 17:55:00,2019-05-13 23:59:00,1.0,1.0,0.0,465,1.0,1109.0,1473.0,A14,arr,tow,453,0,465,1109.0,1473.0
454,SQ447,SQ938,9VSSF,A333,PAX,0.0,DPS,DAC,2019-05-13 06:05:00,2019-05-13 08:20:00,1.0,0.0,1.0,E28,1.0,399.0,534.0,F60,arr,dpt,454,0,E28,399.0,534.0
455,SQ939,SQ939,9VSSF,A333,PAX,0.0,,DPS,2019-05-13 14:35:00,2019-05-13 23:59:00,1.0,1.0,0.0,400,1.0,909.0,1473.0,A19,arr,tow,455,0,400,909.0,1473.0
456,SQ451,SQ876,9VSSB,A333,PAX,0.0,TPE,MLE,2019-05-13 07:10:00,2019-05-13 08:20:00,1.0,0.0,1.0,A9,1.0,464.0,534.0,A16,arr,dpt,456,0,A9,464.0,534.0
457,SQ877,SQ468,9VSSB,A333,PAX,0.0,CMB,TPE,2019-05-13 18:55:00,2019-05-13 22:20:00,1.0,0.0,1.0,E12,1.0,1169.0,1374.0,F58,arr,dpt,457,0,E12,1169.0,1374.0
458,SQ850,SQ850,9VSTU,A333,PAX,0.0,CAN,,2019-05-13 00:00:00,2019-05-13 06:20:00,1.0,0.0,0.0,C1,1.0,34.0,414.0,A21,arr,tow,458,0,C1,34.0,414.0
459,SQ850,SQ850,9VSTU,A333,PAX,0.0,CAN,,2019-05-13 06:20:00,2019-05-13 08:20:00,0.0,0.0,1.0,B3,1.0,414.0,534.0,A21,tow,dpt,459,0,B3,414.0,534.0
460,SQ851,SQ452,9VSTU,A333,PAX,0.0,MLE,CAN,2019-05-13 17:30:00,2019-05-13 20:45:00,1.0,0.0,1.0,F42,1.0,1084.0,1279.0,F50,arr,dpt,460,0,F42,1084.0,1279.0
461,SQ478,SQ478,9VSMM,A359,PAX,0.0,CPT,,2019-05-13 00:00:00,2019-05-13 01:24:00,1.0,0.0,1.0,A17,1.0,34.0,118.0,B8,arr,dpt,461,0,A17,34.0,118.0
462,SQ479,SQ632,9VSMA,A359,PAX,0.0,HND,CPT,2019-05-13 06:10:00,2019-05-13 08:00:00,1.0,0.0,1.0,A14,1.0,404.0,514.0,B6,arr,dpt,462,0,A14,404.0,514.0
463,SQ633,SQ633,9VSMA,A359,PAX,0.0,,HND,2019-05-13 23:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,B10,1.0,1419.0,1473.0,A15,arr,tow,463,0,B10,1419.0,1473.0
464,SQ528,SQ528,9VSSH,A333,PAX,0.0,MAA,,2019-05-13 00:00:00,2019-05-13 18:25:00,1.0,0.0,0.0,310,1.0,34.0,1139.0,A19,arr,tow,464,0,310,34.0,1139.0
465,SQ528,SQ528,9VSSH,A333,PAX,0.0,MAA,,2019-05-13 18:25:00,2019-05-13 20:25:00,0.0,0.0,1.0,B8,1.0,1139.0,1259.0,A19,tow,dpt,465,0,B8,1139.0,1259.0
466,SQ529,SQ620,9VSTZ,A333,PAX,0.0,KIX,MAA,2019-05-13 06:10:00,2019-05-13 08:30:00,1.0,0.0,1.0,B10,1.0,404.0,544.0,A18,arr,dpt,466,0,B10,404.0,544.0
467,SQ621,SQ621,9VSTZ,A333,PAX,0.0,,KIX,2019-05-13 23:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,F34,1.0,1419.0,1473.0,A18,arr,tow,467,0,F34,1419.0,1473.0
468,SQ970,SQ970,9VSCA,B78X,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 07:10:00,1.0,0.0,1.0,F60,1.0,34.0,464.0,E22,arr,dpt,468,0,F60,34.0,464.0
469,SQ973,SQ602,9VSCA,B78X,PAX,0.0,ICN,BKK,2019-05-13 13:05:00,2019-05-13 14:40:00,1.0,0.0,1.0,B2,1.0,819.0,914.0,A12,arr,dpt,469,0,B2,819.0,914.0
470,SQ603,SQ622,9VSCF,B78X,PAX,0.0,KIX,ICN,2019-05-13 05:05:00,2019-05-13 13:55:00,1.0,0.0,1.0,A11,1.0,339.0,869.0,A17,arr,dpt,470,0,A11,339.0,869.0
471,SQ608,SQ608,9VSCG,B78X,PAX,0.0,ICN,,2019-05-13 00:00:00,2019-05-13 00:14:00,1.0,0.0,1.0,B10,1.0,34.0,48.0,A17,arr,dpt,471,0,B10,34.0,48.0
472,SQ607,SQ946,9VSCG,B78X,PAX,0.0,DPS,ICN,2019-05-13 14:20:00,2019-05-13 16:10:00,1.0,0.0,1.0,F54,1.0,894.0,1004.0,E4,arr,dpt,472,0,F54,894.0,1004.0
473,SQ947,SQ947,9VSCG,B78X,PAX,0.0,,DPS,2019-05-13 22:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,B4,1.0,1394.0,1473.0,A17,arr,tow,473,0,B4,1394.0,1473.0
474,SQ618,SQ618,9VSCC,B78X,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 01:31:00,1.0,0.0,1.0,B4,1.0,34.0,125.0,C20,arr,dpt,474,0,B4,34.0,125.0
475,SQ619,SQ978,9VSCC,B78X,PAX,0.0,BKK,KIX,2019-05-13 16:40:00,2019-05-13 18:30:00,1.0,0.0,1.0,E12,1.0,1034.0,1144.0,E26,arr,dpt,475,0,E12,1034.0,1144.0
476,SQ623,SQ623,9VSCB,B78X,PAX,0.0,,KIX,2019-05-13 04:40:00,2019-05-13 23:59:00,1.0,1.0,0.0,469,1.0,314.0,1473.0,A14,arr,tow,476,0,469,314.0,1473.0
477,SQ630,SQ630,9VSWE,B77W,PAX,0.0,HND,,2019-05-13 00:00:00,2019-05-13 15:05:00,1.0,0.0,0.0,465,1.0,34.0,939.0,B8,arr,tow,477,0,465,34.0,939.0
478,SQ630,SQ630,9VSWE,B77W,PAX,0.0,HND,,2019-05-13 15:05:00,2019-05-13 17:05:00,0.0,0.0,1.0,B6,1.0,939.0,1059.0,B8,tow,dpt,478,0,B6,939.0,1059.0
479,SQ801,SQ828,9VSWB,B77W,PAX,0.0,PVG,PEK,2019-05-13 06:20:00,2019-05-13 08:05:00,1.0,0.0,1.0,B8,1.0,414.0,519.0,A13,arr,dpt,479,0,B8,414.0,519.0
480,SQ831,SQ636,9VSWB,B77W,PAX,0.0,HND,PVG,2019-05-13 19:50:00,2019-05-13 22:50:00,1.0,0.0,1.0,B5,1.0,1224.0,1404.0,A12,arr,dpt,480,0,B5,1224.0,1404.0
481,SQ7183,SQ7183,9VSFQ,B744,CGO,0.0,,KIX,2019-05-13 13:40:00,2019-05-13 23:59:00,1.0,1.0,0.0,506,1.0,854.0,1473.0,507,arr,tow,481,0,506,854.0,1473.0
482,SQ7285,SQ7872,9VSFI,B74Y,CGO,0.0,HKG,MEL,2019-05-13 07:30:00,2019-05-13 21:10:00,1.0,0.0,1.0,510,1.0,484.0,1304.0,509,arr,dpt,482,0,510,484.0,1304.0
483,SQ7367,SQ7367,9VSFP,B74Y,CGO,0.0,,AMS,2019-05-13 21:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,509,1.0,1309.0,1473.0,505,arr,tow,483,0,509,1309.0,1473.0
484,SQ7370,SQ7370,9VSFK,B74Y,CGO,0.0,BRU,,2019-05-13 00:00:00,2019-05-13 03:00:00,1.0,0.0,1.0,512,1.0,34.0,214.0,604,arr,dpt,484,0,512,34.0,214.0
485,SQ7393,SQ7974,9VSFO,B74Y,CGO,0.0,LAX,LHR,2019-05-13 00:53:00,2019-05-13 04:45:00,1.0,0.0,1.0,604,1.0,87.0,319.0,502,arr,dpt,485,0,604,87.0,319.0
486,SQ7979,SQ7979,9VSFM,B744,CGO,0.0,,DFW,2019-05-13 18:15:00,2019-05-13 23:59:00,1.0,1.0,0.0,503,1.0,1129.0,1473.0,503,arr,tow,486,0,503,1129.0,1473.0
487,SQ800,SQ800,9VSWZ,B77W,PAX,0.0,PEK,,2019-05-13 00:00:00,2019-05-13 01:05:00,1.0,0.0,1.0,B6,1.0,34.0,99.0,B10,arr,dpt,487,0,B6,34.0,99.0
488,SQ805,SQ836,9VSWZ,B77W,PAX,0.0,PVG,PEK,2019-05-13 15:20:00,2019-05-13 17:25:00,1.0,0.0,1.0,A12,1.0,954.0,1079.0,B5,arr,dpt,488,0,A12,954.0,1079.0
489,SQ8112,SQ972,9VSSA,A333,PAX,0.0,BKK,PER,2019-05-13 02:30:00,2019-05-13 07:35:00,1.0,0.0,0.0,B1,1.0,184.0,489.0,E20,arr,tow,489,0,B1,184.0,489.0
490,SQ8112,SQ972,9VSSA,A333,PAX,0.0,BKK,PER,2019-05-13 07:35:00,2019-05-13 09:35:00,0.0,0.0,1.0,E5,1.0,489.0,609.0,E20,tow,dpt,490,0,E5,489.0,609.0
491,SQ975,SQ948,9VSSA,A333,PAX,0.0,DPS,BKK,2019-05-13 15:40:00,2019-05-13 18:20:00,1.0,0.0,1.0,F31,1.0,974.0,1134.0,F58,arr,dpt,491,0,F31,974.0,1134.0
492,SQ8121,SQ8121,9VSVE,B772,CHT,0.0,SYD,,2019-05-13 00:00:00,2019-05-13 02:00:00,1.0,0.0,1.0,A20,1.0,34.0,154.0,F58,arr,dpt,492,0,A20,34.0,154.0
493,SQ8122,SQ8122,9VSVE,B772,CHT,0.0,,SYD,2019-05-13 19:15:00,2019-05-13 23:59:00,1.0,1.0,0.0,302,1.0,1189.0,1473.0,F40,arr,tow,493,0,302,1189.0,1473.0
494,SQ826,SQ826,9VSYL,B773,PAX,0.0,PVG,,2019-05-13 00:00:00,2019-05-13 01:15:00,1.0,0.0,1.0,B8,1.0,34.0,109.0,A5,arr,dpt,494,0,B8,34.0,109.0
495,SQ827,SQ960,9VSYL,B773,PAX,0.0,CGK,PVG,2019-05-13 13:25:00,2019-05-13 15:15:00,1.0,0.0,1.0,F56,1.0,839.0,949.0,E5,arr,dpt,495,0,F56,839.0,949.0
496,SQ961,SQ961,9VSYL,B773,PAX,0.0,,CGK,2019-05-13 19:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,B6,1.0,1224.0,1473.0,E11,arr,tow,496,0,B6,1224.0,1473.0
497,SQ830,SQ830,9VSKZ,A388,PAX,0.0,PVG,,2019-05-13 00:00:00,2019-05-13 09:45:00,1.0,0.0,1.0,A4,1.0,34.0,619.0,A4,arr,dpt,497,0,A4,34.0,619.0
498,SQ833,SQ833,9VSKZ,A388,PAX,0.0,,PVG,2019-05-13 22:20:00,2019-05-13 23:59:00,1.0,0.0,0.0,E5,1.0,1374.0,1473.0,A10,arr,tow,498,0,E5,1374.0,1473.0
499,SQ835,SQ832,9VSRM,B772,PAX,0.0,PVG,PVG,2019-05-13 00:23:00,2019-05-13 01:30:00,1.0,0.0,0.0,201,1.0,57.0,124.0,A17,arr,tow,499,0,201,57.0,124.0
500,SQ835,SQ832,9VSRM,B772,PAX,0.0,PVG,PVG,2019-05-13 01:30:00,2019-05-13 10:45:00,0.0,1.0,0.0,466,1.0,124.0,679.0,A17,tow,tow,500,0,466,124.0,679.0
501,SQ835,SQ832,9VSRM,B772,PAX,0.0,PVG,PVG,2019-05-13 10:45:00,2019-05-13 12:45:00,0.0,0.0,1.0,B10,1.0,679.0,799.0,A17,tow,dpt,501,0,B10,679.0,799.0
502,SQ857,SQ868,9VSQL,B772,PAX,0.0,HKG,HKG,2019-05-13 13:00:00,2019-05-13 17:55:00,1.0,0.0,0.0,C1,1.0,814.0,1109.0,A21,arr,tow,502,0,C1,814.0,1109.0
503,SQ857,SQ868,9VSQL,B772,PAX,0.0,HKG,HKG,2019-05-13 17:55:00,2019-05-13 19:55:00,0.0,0.0,1.0,A3,1.0,1109.0,1229.0,A21,tow,dpt,503,0,A3,1109.0,1229.0
504,SQ949,SQ872,9VSTV,A333,PAX,0.0,HKG,DPS,2019-05-13 00:20:00,2019-05-13 12:30:00,1.0,0.0,0.0,400,1.0,54.0,784.0,F50,arr,tow,504,0,400,54.0,784.0
505,SQ949,SQ872,9VSTV,A333,PAX,0.0,HKG,DPS,2019-05-13 12:30:00,2019-05-13 14:30:00,0.0,0.0,1.0,A21,1.0,784.0,904.0,F50,tow,dpt,505,0,A21,784.0,904.0
506,SQ871,SQ871,9VSTV,A333,PAX,0.0,,HKG,2019-05-13 23:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,B5,1.0,1469.0,1473.0,A21,arr,tow,506,0,B5,1469.0,1473.0
507,SQ878,SQ878,9VSSD,A333,PAX,0.0,TPE,,2019-05-13 00:00:00,2019-05-13 09:55:00,1.0,0.0,0.0,200,1.0,34.0,629.0,B2,arr,tow,507,0,200,34.0,629.0
508,SQ878,SQ878,9VSSD,A333,PAX,0.0,TPE,,2019-05-13 09:55:00,2019-05-13 11:55:00,0.0,0.0,1.0,B6,1.0,629.0,749.0,B2,tow,dpt,508,0,B6,629.0,749.0
509,SQ879,SQ879,9VSSD,A333,PAX,0.0,,TPE,2019-05-13 22:10:00,2019-05-13 23:59:00,1.0,0.0,0.0,A16,1.0,1364.0,1473.0,E12,arr,tow,509,0,A16,1364.0,1473.0
510,SQ951,SQ912,9VSVB,B772,PAX,0.0,MNL,CGK,2019-05-13 08:10:00,2019-05-13 12:00:00,1.0,0.0,1.0,E12,1.0,524.0,754.0,E22,arr,dpt,510,0,E12,524.0,754.0
511,SQ919,SQ919,9VSVB,B772,PAX,0.0,,MNL,2019-05-13 20:20:00,2019-05-13 23:59:00,1.0,0.0,0.0,A19,1.0,1254.0,1473.0,A2,arr,tow,511,0,A19,1254.0,1473.0
512,SQ915,SQ974,9VSSC,A333,PAX,0.0,BKK,MNL,2019-05-13 11:20:00,2019-05-13 12:50:00,1.0,0.0,1.0,E3,1.0,714.0,804.0,F60,arr,dpt,512,0,E3,714.0,804.0
513,SQ977,SQ977,9VSSC,A333,PAX,0.0,,BKK,2019-05-13 18:55:00,2019-05-13 23:59:00,1.0,1.0,0.0,310,1.0,1169.0,1473.0,A15,arr,tow,513,0,310,1169.0,1473.0
514,SQ916,SQ916,9VSNC,B77W,PAX,0.0,MNL,,2019-05-13 00:00:00,2019-05-13 11:50:00,1.0,0.0,0.0,461,1.0,34.0,744.0,E28,arr,tow,514,0,461,34.0,744.0
515,SQ916,SQ916,9VSNC,B77W,PAX,0.0,MNL,,2019-05-13 11:50:00,2019-05-13 13:50:00,0.0,0.0,1.0,F41,1.0,744.0,864.0,E28,tow,dpt,515,0,F41,744.0,864.0
516,SQ921,SQ921,9VSNC,B77W,PAX,0.0,,MNL,2019-05-13 22:20:00,2019-05-13 23:59:00,1.0,0.0,0.0,A11,1.0,1374.0,1473.0,A14,arr,tow,516,0,A11,1374.0,1473.0
517,SQ950,SQ950,9VSYI,B773,PAX,0.0,CGK,,2019-05-13 00:00:00,2019-05-13 06:20:00,1.0,0.0,1.0,F41,1.0,34.0,414.0,E5,arr,dpt,517,0,F41,34.0,414.0
518,SQ953,SQ958,9VSYI,B773,PAX,0.0,CGK,CGK,2019-05-13 10:45:00,2019-05-13 12:30:00,1.0,0.0,1.0,F56,1.0,679.0,784.0,E26,arr,dpt,518,0,F56,679.0,784.0
519,SQ959,SQ966,9VSYI,B773,PAX,0.0,CGK,CGK,2019-05-13 17:00:00,2019-05-13 18:30:00,1.0,0.0,1.0,E4,1.0,1054.0,1144.0,F54,arr,dpt,519,0,E4,1054.0,1144.0
520,SQ967,SQ967,9VSYI,B773,PAX,0.0,,CGK,2019-05-13 23:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,B2,1.0,1419.0,1473.0,E26,arr,tow,520,0,B2,1419.0,1473.0
521,SQ998,SQ998,9VSTR,A333,PAX,0.0,RGN,,2019-05-13 00:00:00,2019-05-13 07:55:00,1.0,0.0,1.0,F54,1.0,34.0,509.0,E8,arr,dpt,521,0,F54,34.0,509.0
522,SQ997,SQ976,9VSTR,A333,PAX,0.0,BKK,RGN,2019-05-13 15:10:00,2019-05-13 16:00:00,1.0,0.0,1.0,F42,1.0,944.0,994.0,F42,arr,dpt,522,0,F42,944.0,994.0
523,SQ979,SQ979,9VSTR,A333,PAX,0.0,,BKK,2019-05-13 21:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,A18,1.0,1349.0,1473.0,A19,arr,tow,523,0,A18,1349.0,1473.0
524,SV836,SV837,HZAR12,B789,PAX,0.0,JED,JED,2019-05-13 15:30:00,2019-05-13 17:00:00,1.0,0.0,1.0,A21,1.0,964.0,1054.0,A12,arr,dpt,524,0,A21,964.0,1054.0
525,TG402,TG402,HSTKD,B773,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 07:40:00,1.0,0.0,1.0,D34,1.0,34.0,494.0,D49,arr,dpt,525,0,D34,34.0,494.0
526,TG413,TG414,HSTKD,B773,PAX,0.0,BKK,BKK,2019-05-13 14:30:00,2019-05-13 15:55:00,1.0,0.0,1.0,C23,1.0,904.0,989.0,C20,arr,dpt,526,0,C23,904.0,989.0
527,TG401,TG401,HSTKD,B773,PAX,0.0,,BKK,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,D32,1.0,1409.0,1473.0,D49,arr,tow,527,0,D32,1409.0,1473.0
528,TG403,TG404,HSTHG,A359,PAX,0.0,BKK,BKK,2019-05-13 11:15:00,2019-05-13 12:25:00,1.0,0.0,1.0,C25,1.0,709.0,779.0,D41,arr,dpt,528,0,C25,709.0,779.0
529,TG407,TG408,HSTJD,B772,PAX,0.0,BKK,BKK,2019-05-13 17:05:00,2019-05-13 18:15:00,1.0,0.0,1.0,C15,1.0,1059.0,1129.0,C18,arr,dpt,529,0,C15,1059.0,1129.0
530,TG409,TG410,HSTHC,A359,PAX,0.0,BKK,BKK,2019-05-13 19:40:00,2019-05-13 20:50:00,1.0,0.0,1.0,C15,1.0,1214.0,1284.0,D49,arr,dpt,530,0,C15,1214.0,1284.0
531,TK054,TK055,TCLJI,B77W,PAX,0.0,IST,IST,2019-05-13 17:50:00,2019-05-13 23:25:00,1.0,0.0,1.0,D49,1.0,1104.0,1439.0,D42,arr,dpt,531,0,D49,1104.0,1439.0
532,TR897,TR008,9VOJA,B789,PAX,0.0,PER,ICN,2019-05-13 06:10:00,2019-05-13 12:00:00,1.0,0.0,1.0,F50,1.0,404.0,754.0,205,arr,dpt,532,0,F50,404.0,754.0
533,TR009,TR009,9VOJA,B789,PAX,0.0,,PER,2019-05-13 23:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,E22,1.0,1444.0,1473.0,F31,arr,tow,533,0,E22,1444.0,1473.0
534,TR018,TR018,9VOJI,B789,PAX,0.0,MEL,,2019-05-13 00:00:00,2019-05-13 01:35:00,1.0,0.0,1.0,E5,1.0,34.0,129.0,D41,arr,dpt,534,0,E5,34.0,129.0
535,TR019,TR019,9VOJI,B789,PAX,0.0,,MEL,2019-05-13 18:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,E28,1.0,1139.0,1473.0,D41,arr,tow,535,0,E28,1139.0,1473.0
536,TR100,TR100,9VOFH,B788,PAX,0.0,CAN,,2019-05-13 00:00:00,2019-05-13 05:15:00,1.0,0.0,1.0,F33,1.0,34.0,349.0,F54,arr,dpt,536,0,F33,34.0,349.0
537,TR101,TR596,9VOFH,B788,PAX,0.0,JED,CAN,2019-05-13 14:45:00,2019-05-13 16:20:00,1.0,0.0,1.0,E4,1.0,919.0,1014.0,F50,arr,dpt,537,0,E4,919.0,1014.0
538,TR571,TR114,9VTAX,A320,PAX,0.0,NNG,COK,2019-05-13 08:50:00,2019-05-13 10:00:00,1.0,0.0,1.0,E28,0.0,564.0,634.0,F37,arr,dpt,538,0,E28,564.0,634.0
539,TR115,TR106,9VTAX,A320,PAX,0.0,CAN,NNG,2019-05-13 18:50:00,2019-05-13 22:00:00,1.0,0.0,1.0,E2,0.0,1164.0,1354.0,F56R,arr,dpt,539,0,E2,1164.0,1354.0
540,TR107,TR686,9VTRQ,A320,PAX,0.0,KBV,CAN,2019-05-13 07:50:00,2019-05-13 11:30:00,1.0,0.0,1.0,F35L,0.0,504.0,724.0,F35R,arr,dpt,540,0,F35L,504.0,724.0
541,TR687,TR652,9VTRQ,A320,PAX,0.0,HKT,KBV,2019-05-13 16:00:00,2019-05-13 18:20:00,1.0,0.0,1.0,D40R,0.0,994.0,1134.0,F40,arr,dpt,541,0,D40R,994.0,1134.0
542,TR653,TR653,9VTRQ,A320,PAX,0.0,,HKT,2019-05-13 22:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,F56R,0.0,1399.0,1473.0,F56R,arr,tow,542,0,F56R,1399.0,1473.0
543,TR171,TR452,9VTRE,A320,PAX,0.0,KUL,WUX,2019-05-13 05:00:00,2019-05-13 09:45:00,1.0,0.0,1.0,485,0.0,334.0,619.0,D40R,arr,dpt,543,0,485,334.0,619.0
544,TR453,TR634,9VTRE,A320,PAX,0.0,HDY,KUL,2019-05-13 12:50:00,2019-05-13 13:35:00,1.0,0.0,1.0,F54,0.0,804.0,849.0,F36,arr,dpt,544,0,F54,804.0,849.0
545,TR635,TR108,9VTRE,A320,PAX,0.0,SZX,HDY,2019-05-13 17:30:00,2019-05-13 19:00:00,1.0,0.0,1.0,E27R,0.0,1084.0,1174.0,F35R,arr,dpt,545,0,E27R,1084.0,1174.0
546,TR274,TR274,9VTRR,A320,PAX,0.0,CGK,,2019-05-13 00:00:00,2019-05-13 08:15:00,1.0,0.0,1.0,F30,0.0,34.0,529.0,207,arr,dpt,546,0,F30,34.0,529.0
