,FLT,FLT_next,REG,ITY,NAT,PAX,DES,ORG,start_time,end_time,arrival,towing,departure,stand,f,start,end,CGMS,prev,next,UID,disrupted,prev_stand,prev_start,prev_end
547,TR275,TR112,9VTRR,A320,PAX,0.0,KHN,CGK,2019-05-13 12:45:00,2019-05-13 14:25:00,1.0,0.0,1.0,F40,0.0,799.0,899.0,F41,arr,dpt,547,0,F40,799.0,899.0
548,TR484,TR484,9VTRN,A320,PAX,0.0,IPH,,2019-05-13 00:00:00,2019-05-13 07:45:00,1.0,0.0,1.0,E2,0.0,34.0,499.0,F52R,arr,dpt,548,0,E2,34.0,499.0
549,TR485,TR252,9VTRN,A320,PAX,0.0,PKU,IPH,2019-05-13 11:05:00,2019-05-13 11:45:00,1.0,0.0,1.0,E2,0.0,699.0,739.0,E1,arr,dpt,549,0,E2,699.0,739.0
550,TR253,TR134,9VTRN,A320,PAX,0.0,XIY,PKU,2019-05-13 14:40:00,2019-05-13 17:00:00,1.0,0.0,1.0,E27R,0.0,914.0,1054.0,E7,arr,dpt,550,0,E27R,914.0,1054.0
551,TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 05:15:00,2019-05-13 06:15:00,1.0,0.0,0.0,F34,0.0,349.0,409.0,E24R,arr,tow,551,0,F34,349.0,409.0
552,TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 06:15:00,2019-05-13 20:45:00,0.0,1.0,0.0,473,0.0,409.0,1279.0,E24R,tow,tow,552,0,473,409.0,1279.0
553,TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 20:45:00,2019-05-13 22:45:00,0.0,0.0,1.0,E6,0.0,1279.0,1399.0,E24R,tow,dpt,553,0,E6,1279.0,1399.0
554,TR138,TR138,9VOJF,B789,PAX,0.0,TSN,,2019-05-13 00:00:00,2019-05-13 01:40:00,1.0,0.0,1.0,E12,1.0,34.0,134.0,F31,arr,dpt,554,0,E12,34.0,134.0
555,TR139,TR139,9VOJF,B789,PAX,0.0,,TSN,2019-05-13 15:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,D41,1.0,964.0,1473.0,D40,arr,tow,555,0,D41,964.0,1473.0
556,TR156,TR156,9VOFG,B788,PAX,0.0,SHE,,2019-05-13 00:00:00,2019-05-13 02:57:00,1.0,0.0,1.0,F34,1.0,34.0,211.0,E4,arr,dpt,556,0,F34,34.0,211.0
557,TR157,TR157,9VOFG,B788,PAX,0.0,,SHE,2019-05-13 17:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,F50,1.0,1099.0,1473.0,E22,arr,tow,557,0,F50,1099.0,1473.0
558,TR172,TR172,9VTRX,A320,PAX,0.0,TNA,,2019-05-13 00:00:00,2019-05-13 00:42:00,1.0,0.0,1.0,F36,0.0,34.0,76.0,E24R,arr,dpt,558,0,F36,34.0,76.0
559,TR173,TR288,9VTRX,A320,PAX,0.0,DPS,TNA,2019-05-13 13:40:00,2019-05-13 15:45:00,1.0,0.0,1.0,E11,0.0,854.0,979.0,F35R,arr,dpt,559,0,E11,854.0,979.0
560,TR289,TR289,9VTRX,A320,PAX,0.0,,DPS,2019-05-13 22:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F59R,0.0,1369.0,1473.0,F36,arr,tow,560,0,F59R,1369.0,1473.0
561,TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 04:00:00,2019-05-13 05:00:00,1.0,0.0,0.0,E20,1.0,274.0,334.0,D41,arr,tow,561,0,E20,274.0,334.0
562,TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 05:00:00,2019-05-13 08:30:00,0.0,1.0,0.0,300,1.0,334.0,544.0,D41,tow,tow,562,0,300,334.0,544.0
563,TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 08:30:00,2019-05-13 10:30:00,0.0,0.0,1.0,E26,1.0,544.0,664.0,D41,tow,dpt,563,0,E26,544.0,664.0
564,TR181,TR181,9VOFJ,B788,PAX,0.0,,NKG,2019-05-13 22:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,E26,1.0,1404.0,1473.0,F33,arr,tow,564,0,E26,1404.0,1473.0
565,TR579,TR188,9VOJB,B789,PAX,0.0,HGH,MAA,2019-05-13 08:15:00,2019-05-13 16:30:00,1.0,0.0,1.0,F33,1.0,529.0,1024.0,E4,arr,dpt,565,0,F33,529.0,1024.0
566,TR189,TR189,9VOJH,B789,PAX,0.0,,HGH,2019-05-13 03:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,464,1.0,259.0,1473.0,F33,arr,tow,566,0,464,259.0,1473.0
567,TR589,TR264,9VTRH,A320,PAX,0.0,SUB,MLE,2019-05-13 04:55:00,2019-05-13 08:15:00,1.0,0.0,1.0,207,0.0,329.0,529.0,E27R,arr,dpt,567,0,207,329.0,529.0
568,TR265,TR482,9VTRH,A320,PAX,0.0,IPH,SUB,2019-05-13 13:30:00,2019-05-13 15:25:00,1.0,0.0,1.0,D40L,0.0,844.0,959.0,F59R,arr,dpt,568,0,D40L,844.0,959.0
569,TR483,TR430,9VTRH,A320,PAX,0.0,KCH,IPH,2019-05-13 18:50:00,2019-05-13 20:15:00,1.0,0.0,1.0,E7,0.0,1164.0,1249.0,E7,arr,dpt,569,0,E7,1164.0,1249.0
570,TR431,TR431,9VTRH,A320,PAX,0.0,,KCH,2019-05-13 23:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,F41,0.0,1469.0,1473.0,306,arr,tow,570,0,F41,1469.0,1473.0
571,TR267,TR426,9VTRV,A320,PAX,0.0,PEN,SUB,2019-05-13 00:27:00,2019-05-13 09:10:00,1.0,0.0,1.0,209,0.0,61.0,584.0,208,arr,dpt,571,0,209,61.0,584.0
572,TR427,TR610,9VTRV,A320,PAX,0.0,BKK,PEN,2019-05-13 12:40:00,2019-05-13 15:25:00,1.0,0.0,1.0,E1,0.0,794.0,959.0,F56R,arr,dpt,572,0,E1,794.0,959.0
573,TR611,TR611,9VTRV,A320,PAX,0.0,,BKK,2019-05-13 21:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,F52L,0.0,1299.0,1473.0,207,arr,tow,573,0,F52L,1299.0,1473.0
574,TR273,TR658,9VTAU,A320,PAX,0.0,HKT,CGK,2019-05-13 00:17:00,2019-05-13 07:50:00,1.0,0.0,1.0,E24R,0.0,51.0,504.0,462L,arr,dpt,574,0,E24R,51.0,504.0
575,TR659,TR604,9VTAU,A320,PAX,0.0,BKK,HKT,2019-05-13 12:20:00,2019-05-13 12:55:00,1.0,0.0,1.0,E11,0.0,774.0,809.0,E6,arr,dpt,575,0,E11,774.0,809.0
576,TR605,TR466,9VTAU,A320,PAX,0.0,KUL,BKK,2019-05-13 18:35:00,2019-05-13 19:25:00,1.0,0.0,1.0,F59L,0.0,1149.0,1199.0,F32,arr,dpt,576,0,F59L,1149.0,1199.0
577,TR467,TR467,9VTAU,A320,PAX,0.0,,KUL,2019-05-13 22:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,E2,0.0,1399.0,1473.0,F35R,arr,tow,577,0,E2,1399.0,1473.0
578,TR573,TR276,9VTRW,A320,PAX,0.0,CGK,BLR,2019-05-13 08:25:00,2019-05-13 10:20:00,1.0,0.0,1.0,F52R,0.0,539.0,654.0,E2,arr,dpt,578,0,F52R,539.0,654.0
579,TR277,TR974,9VTRW,A320,PAX,0.0,HKG,CGK,2019-05-13 14:50:00,2019-05-13 16:55:00,1.0,0.0,1.0,E2,0.0,924.0,1049.0,E6,arr,dpt,579,0,E2,924.0,1049.0
580,TR567,TR284,9VTRL,A320,PAX,0.0,DPS,TRZ,2019-05-13 08:30:00,2019-05-13 11:05:00,1.0,0.0,1.0,F35R,0.0,544.0,699.0,F32,arr,dpt,580,0,F35R,544.0,699.0
581,TR285,TR278,9VTRL,A320,PAX,0.0,CGK,DPS,2019-05-13 17:10:00,2019-05-13 18:25:00,1.0,0.0,1.0,F37,0.0,1064.0,1139.0,F37,arr,dpt,581,0,F37,1064.0,1139.0
582,TR279,TR279,9VTRL,A320,PAX,0.0,,CGK,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,F33,0.0,1409.0,1473.0,F40,arr,tow,582,0,F33,1409.0,1473.0
583,TR280,TR280,9VTRI,A320,PAX,0.0,DPS,,2019-05-13 00:00:00,2019-05-13 07:05:00,1.0,0.0,1.0,F52L,0.0,34.0,459.0,200R,arr,dpt,583,0,F52L,34.0,459.0
584,TR281,TR390,9VTRI,A320,PAX,0.0,MNL,DPS,2019-05-13 13:30:00,2019-05-13 14:50:00,1.0,0.0,1.0,D41,0.0,844.0,924.0,E11,arr,dpt,584,0,D41,844.0,924.0
585,TR391,TR391,9VTRI,A320,PAX,0.0,,MNL,2019-05-13 23:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,E6,0.0,1429.0,1473.0,208,arr,tow,585,0,E6,1429.0,1473.0
586,TR300,TR300,9VTAV,A320,PAX,0.0,HAN,,2019-05-13 00:00:00,2019-05-13 07:55:00,1.0,0.0,0.0,208,0.0,34.0,509.0,F59R,arr,tow,586,0,208,34.0,509.0
587,TR300,TR300,9VTAV,A320,PAX,0.0,HAN,,2019-05-13 07:55:00,2019-05-13 09:55:00,0.0,0.0,1.0,F52L,0.0,509.0,629.0,F59R,tow,dpt,587,0,F52L,509.0,629.0
588,TR301,TR530,9VTAV,A320,PAX,0.0,TRV,HAN,2019-05-13 17:35:00,2019-05-13 20:40:00,1.0,0.0,1.0,E3,0.0,1089.0,1274.0,F36,arr,dpt,588,0,E3,1089.0,1274.0
589,TR392,TR392,9VTRD,A320,PAX,0.0,MNL,,2019-05-13 00:00:00,2019-05-13 05:25:00,1.0,0.0,1.0,F37,0.0,34.0,359.0,202L,arr,dpt,589,0,F37,34.0,359.0
590,TR393,TR302,9VTRD,A320,PAX,0.0,SGN,MNL,2019-05-13 13:40:00,2019-05-13 15:30:00,1.0,0.0,1.0,F35L,0.0,854.0,964.0,F52L,arr,dpt,590,0,F35L,854.0,964.0
591,TR303,TR574,9VTRD,A320,PAX,0.0,HYD,SGN,2019-05-13 20:20:00,2019-05-13 22:30:00,1.0,0.0,1.0,F33,0.0,1254.0,1384.0,F35L,arr,dpt,591,0,F33,1254.0,1384.0
592,TR304,TR304,9VTRK,A320,PAX,0.0,SGN,,2019-05-13 00:00:00,2019-05-13 07:05:00,1.0,0.0,1.0,E1,0.0,34.0,459.0,E1,arr,dpt,592,0,E1,34.0,459.0
593,TR305,TR306,9VTRK,A320,PAX,0.0,SGN,SGN,2019-05-13 11:55:00,2019-05-13 13:05:00,1.0,0.0,1.0,E7,0.0,749.0,819.0,E24R,arr,dpt,593,0,E7,749.0,819.0
594,TR307,TR428,9VTRK,A320,PAX,0.0,PEN,SGN,2019-05-13 18:00:00,2019-05-13 18:55:00,1.0,0.0,1.0,F59R,0.0,1114.0,1169.0,E6,arr,dpt,594,0,F59R,1114.0,1169.0
595,TR429,TR429,9VTRK,A320,PAX,0.0,,PEN,2019-05-13 22:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,D40R,0.0,1379.0,1473.0,F59L,arr,tow,595,0,D40R,1379.0,1473.0
596,TR565,TR350,9VTRC,A320,PAX,0.0,VTE,TRZ,2019-05-13 06:50:00,2019-05-13 09:00:00,1.0,0.0,1.0,F56L,0.0,444.0,574.0,F59L,arr,dpt,596,0,F56L,444.0,574.0
597,TR350,TR564,9VTRC,A320,PAX,0.0,TRZ,LPQ,2019-05-13 18:00:00,2019-05-13 21:15:00,1.0,0.0,1.0,E27L,0.0,1114.0,1309.0,F56L,arr,dpt,597,0,E27L,1114.0,1309.0
598,TR384,TR384,9VTRB,A319,PAX,0.0,CEB,,2019-05-13 00:00:00,2019-05-13 08:15:00,1.0,0.0,1.0,E10,0.0,34.0,529.0,D40L,arr,dpt,598,0,E10,34.0,529.0
599,TR385,TR385,9VTRB,A319,PAX,0.0,,CEB,2019-05-13 16:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,F35L,0.0,1019.0,1473.0,F52L,arr,tow,599,0,F35L,1019.0,1473.0
600,TR531,TR386,9VTAZ,A320,PAX,0.0,CRK,TRV,2019-05-13 06:20:00,2019-05-13 14:05:00,1.0,0.0,1.0,E8,0.0,414.0,879.0,E7,arr,dpt,600,0,E8,414.0,879.0
601,TR387,TR387,9VTAZ,A320,PAX,0.0,,CRK,2019-05-13 22:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,E27L,0.0,1359.0,1473.0,F56L,arr,tow,601,0,E27L,1359.0,1473.0
602,TR606,TR606,9VTAN,A320,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 08:20:00,1.0,0.0,1.0,F56R,0.0,34.0,534.0,303,arr,dpt,602,0,F56R,34.0,534.0
603,TR607,TR468,9VTAN,A320,PAX,0.0,KUL,BKK,2019-05-13 13:55:00,2019-05-13 16:30:00,1.0,0.0,1.0,F36,0.0,869.0,1024.0,F35L,arr,dpt,603,0,F36,869.0,1024.0
604,TR469,TR684,9VTAN,A320,PAX,0.0,KBV,KUL,2019-05-13 19:35:00,2019-05-13 20:45:00,1.0,0.0,1.0,E1,0.0,1209.0,1279.0,E6,arr,dpt,604,0,E1,1209.0,1279.0
605,TR893,TR508,9VOFC,B788,PAX,0.0,ATQ,CTS,2019-05-13 04:20:00,2019-05-13 05:20:00,1.0,0.0,0.0,E12,1.0,294.0,354.0,E4,arr,tow,605,0,E12,294.0,354.0
606,TR893,TR508,9VOFC,B788,PAX,0.0,ATQ,CTS,2019-05-13 05:20:00,2019-05-13 13:10:00,0.0,1.0,0.0,462,1.0,354.0,824.0,E4,tow,tow,606,0,462,354.0,824.0
607,TR893,TR508,9VOFC,B788,PAX,0.0,ATQ,CTS,2019-05-13 13:10:00,2019-05-13 15:10:00,0.0,0.0,1.0,F34,1.0,824.0,944.0,E4,tow,dpt,607,0,F34,824.0,944.0
608,TR509,TR509,9VOFA,B788,PAX,0.0,,ATQ,2019-05-13 04:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,205,1.0,289.0,1473.0,E3,arr,tow,608,0,205,289.0,1473.0
609,TR632,TR632,9VTRT,A320,PAX,0.0,HDY,,2019-05-13 00:00:00,2019-05-13 05:55:00,1.0,0.0,1.0,E8,0.0,34.0,389.0,209,arr,dpt,609,0,E8,34.0,389.0
610,TR633,TR904,9VTRT,A320,PAX,0.0,MFM,HDY,2019-05-13 10:10:00,2019-05-13 13:10:00,1.0,0.0,1.0,D40L,0.0,644.0,824.0,E27L,arr,dpt,610,0,D40L,644.0,824.0
611,TR905,TR566,9VTRT,A320,PAX,0.0,TRZ,MFM,2019-05-13 21:45:00,2019-05-13 23:00:00,1.0,0.0,1.0,E1,0.0,1339.0,1414.0,F30,arr,dpt,611,0,E1,1339.0,1414.0
612,TR685,TR572,9VTRU,A320,PAX,0.0,BLR,KBV,2019-05-13 00:46:00,2019-05-13 02:05:00,1.0,0.0,0.0,202L,0.0,80.0,159.0,F36,arr,tow,612,0,202L,80.0,159.0
613,TR685,TR572,9VTRU,A320,PAX,0.0,BLR,KBV,2019-05-13 02:05:00,2019-05-13 20:20:00,0.0,1.0,0.0,304,0.0,159.0,1254.0,F36,tow,tow,613,0,304,159.0,1254.0
614,TR685,TR572,9VTRU,A320,PAX,0.0,BLR,KBV,2019-05-13 20:20:00,2019-05-13 22:20:00,0.0,0.0,1.0,F30,0.0,1254.0,1374.0,F36,tow,dpt,614,0,F30,1254.0,1374.0
615,TR575,TR575,9VTRP,A320,PAX,0.0,,HYD,2019-05-13 08:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,477,0.0,569.0,1473.0,F40,arr,tow,615,0,477,569.0,1473.0
616,TR578,TR578,9VOFI,B788,PAX,0.0,MAA,,2019-05-13 00:00:00,2019-05-13 22:50:00,1.0,0.0,1.0,F58,1.0,34.0,1404.0,F42,arr,dpt,616,0,F58,34.0,1404.0
617,TR616,TR616,9VTRO,A320,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 16:00:00,1.0,0.0,0.0,403,0.0,34.0,994.0,F56R,arr,tow,617,0,403,34.0,994.0
618,TR616,TR616,9VTRO,A320,PAX,0.0,BKK,,2019-05-13 16:00:00,2019-05-13 18:00:00,0.0,0.0,1.0,F30,0.0,994.0,1114.0,F56R,tow,dpt,618,0,F30,994.0,1114.0
619,TR617,TR617,9VTRO,A320,PAX,0.0,,BKK,2019-05-13 23:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,E8,0.0,1459.0,1473.0,F59R,arr,tow,619,0,E8,1459.0,1473.0
620,TR734,TR734,9VOFK,B788,PAX,0.0,TXL,,2019-05-13 00:00:00,2019-05-13 00:33:00,1.0,0.0,1.0,E3,1.0,34.0,67.0,E20,arr,dpt,620,0,E3,34.0,67.0
621,TR804,TR804,9VOJD,B789,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 08:20:00,1.0,0.0,0.0,203,1.0,34.0,534.0,F54,arr,tow,621,0,203,34.0,534.0
622,TR804,TR804,9VOJD,B789,PAX,0.0,KIX,,2019-05-13 08:20:00,2019-05-13 10:20:00,0.0,0.0,1.0,F54,1.0,534.0,654.0,F54,tow,dpt,622,0,F54,534.0,654.0
623,TR868,TR868,9VOFE,B788,PAX,0.0,NRT,,2019-05-13 00:00:00,2019-05-13 22:20:00,1.0,0.0,1.0,E22,1.0,34.0,1374.0,D40,arr,dpt,623,0,E22,34.0,1374.0
624,TR869,TR869,9VOJE,B789,PAX,0.0,,NRT,2019-05-13 20:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,F54,1.0,1259.0,1473.0,E5,arr,tow,624,0,F54,1259.0,1473.0
625,TR874,TR874,9VTRS,A320,PAX,0.0,NRT,,2019-05-13 00:00:00,2019-05-13 08:50:00,1.0,0.0,1.0,E27L,0.0,34.0,564.0,D42R,arr,dpt,625,0,E27L,34.0,564.0
626,TR894,TR894,9VOFB,B788,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 06:00:00,1.0,0.0,1.0,E11,1.0,34.0,394.0,F31,arr,dpt,626,0,E11,34.0,394.0
627,TR898,TR898,9VOJG,B789,PAX,0.0,NRT,,2019-05-13 00:00:00,2019-05-13 00:51:00,1.0,0.0,1.0,E20,1.0,34.0,85.0,F33,arr,dpt,627,0,E20,34.0,85.0
628,TR899,TR899,9VOJG,B789,PAX,0.0,,NRT,2019-05-13 20:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,F31,1.0,1264.0,1473.0,F34,arr,tow,628,0,F31,1264.0,1473.0
629,TR902,TR902,9VTAO,A320,PAX,0.0,MFM,,2019-05-13 00:00:00,2019-05-13 06:00:00,1.0,0.0,1.0,F40,0.0,34.0,394.0,F35R,arr,dpt,629,0,F40,34.0,394.0
630,TR903,TR903,9VTAO,A320,PAX,0.0,,MFM,2019-05-13 14:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,402,0.0,899.0,1473.0,E27R,arr,tow,630,0,402,899.0,1473.0
631,TR975,TR980,9VTNB,A20N,PAX,0.0,HKG,HKG,2019-05-13 01:50:00,2019-05-13 02:50:00,1.0,0.0,0.0,E20,0.0,144.0,204.0,E3,arr,tow,631,0,E20,144.0,204.0
632,TR975,TR980,9VTNB,A20N,PAX,0.0,HKG,HKG,2019-05-13 02:50:00,2019-05-13 12:00:00,0.0,1.0,0.0,306,0.0,204.0,754.0,E3,tow,tow,632,0,306,204.0,754.0
633,TR975,TR980,9VTNB,A20N,PAX,0.0,HKG,HKG,2019-05-13 12:00:00,2019-05-13 14:00:00,0.0,0.0,1.0,D40R,0.0,754.0,874.0,E3,tow,dpt,633,0,D40R,754.0,874.0
634,TR981,TR981,9VTNB,A20N,PAX,0.0,,HKG,2019-05-13 23:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F30,0.0,1429.0,1473.0,F35L,arr,tow,634,0,F30,1429.0,1473.0
635,TR978,TR978,9VTNA,A20N,PAX,0.0,HKG,,2019-05-13 00:00:00,2019-05-13 06:00:00,1.0,0.0,1.0,E7,0.0,34.0,394.0,D42R,arr,dpt,635,0,E7,34.0,394.0
636,TR979,TR979,9VTNA,A320,PAX,0.0,,HKG,2019-05-13 14:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,474,0.0,929.0,1473.0,E27L,arr,tow,636,0,474,929.0,1473.0
637,UA001,UA002,N27958,B789,PAX,0.0,SFO,SFO,2019-05-13 06:45:00,2019-05-13 09:00:00,1.0,0.0,1.0,F34,1.0,439.0,574.0,F31,arr,dpt,637,0,F34,439.0,574.0
638,UA029,UA028,N38950,B789,PAX,0.0,SFO,SFO,2019-05-13 18:45:00,2019-05-13 21:00:00,1.0,0.0,1.0,E5,1.0,1159.0,1294.0,E20,arr,dpt,638,0,E5,1159.0,1294.0
639,UB001,UB002,XYALB,B738,PAX,0.0,RGN,RGN,2019-05-13 12:00:00,2019-05-13 13:15:00,1.0,0.0,1.0,C20,0.0,754.0,829.0,A16,arr,dpt,639,0,C20,754.0,829.0
640,UB003,UB004,XYALF,B738,PAX,0.0,RGN,RGN,2019-05-13 20:45:00,2019-05-13 21:45:00,1.0,0.0,1.0,A3,0.0,1279.0,1339.0,A14,arr,dpt,640,0,A3,1279.0,1339.0
641,UL302,UL303,4RABQ,A321,PAX,0.0,CMB,CMB,2019-05-13 14:10:00,2019-05-13 15:15:00,1.0,0.0,1.0,A9,0.0,884.0,949.0,A9,arr,dpt,641,0,A9,884.0,949.0
642,UL306,UL307,4RALA,A332,PAX,0.0,CMB,CMB,2019-05-13 08:30:00,2019-05-13 09:45:00,1.0,0.0,1.0,A21,1.0,544.0,619.0,A15,arr,dpt,642,0,A21,544.0,619.0
643,UL308,UL309,4RAND,A321,PAX,0.0,CMB,CMB,2019-05-13 18:55:00,2019-05-13 20:10:00,1.0,0.0,1.0,A13,0.0,1169.0,1244.0,B8,arr,dpt,643,0,A13,1169.0,1244.0
644,VJ811,VJ812,VNA632,A321,PAX,0.0,SGN,SGN,2019-05-13 12:05:00,2019-05-13 13:05:00,1.0,0.0,1.0,G6,0.0,759.0,819.0,G11,arr,dpt,644,0,G6,759.0,819.0
645,VJ813,VJ814,VNA658,A320,PAX,0.0,SGN,SGN,2019-05-13 16:55:00,2019-05-13 17:55:00,1.0,0.0,1.0,G14,0.0,1049.0,1109.0,G14,arr,dpt,645,0,G14,1049.0,1109.0
646,VJ915,VJ916,VNA687,A321,PAX,0.0,HAN,HAN,2019-05-13 13:55:00,2019-05-13 14:55:00,1.0,0.0,1.0,G14,0.0,869.0,929.0,G12,arr,dpt,646,0,G14,869.0,929.0
647,VN651,VN650,VNA331,A321,PAX,0.0,SGN,SGN,2019-05-13 12:10:00,2019-05-13 13:10:00,1.0,0.0,1.0,G13,0.0,764.0,824.0,G17,arr,dpt,647,0,G13,764.0,824.0
648,VN655,VN654,VNA614,A321,PAX,0.0,SGN,SGN,2019-05-13 17:25:00,2019-05-13 18:25:00,1.0,0.0,1.0,G8,0.0,1079.0,1139.0,G5,arr,dpt,648,0,G8,1079.0,1139.0
649,VN657,VN656,VNA603,A321,PAX,0.0,SGN,SGN,2019-05-13 19:15:00,2019-05-13 20:45:00,1.0,0.0,1.0,G4,0.0,1189.0,1279.0,G17,arr,dpt,649,0,G4,1189.0,1279.0
650,VN661,VN660,VNA361,A321,PAX,0.0,HAN,HAN,2019-05-13 11:55:00,2019-05-13 13:05:00,1.0,0.0,1.0,G10,0.0,749.0,819.0,G5,arr,dpt,650,0,G10,749.0,819.0
651,VN663,VN662,VNA326,A321,PAX,0.0,HAN,HAN,2019-05-13 14:50:00,2019-05-13 15:50:00,1.0,0.0,1.0,G8,0.0,924.0,984.0,G5,arr,dpt,651,0,G8,924.0,984.0
652,Z27234,Z27235,RPC8966,A320,PAX,0.0,CEB,CEB,2019-05-13 00:41:00,2019-05-13 01:45:00,1.0,0.0,1.0,G4,0.0,75.0,139.0,G4,arr,dpt,652,0,G4,75.0,139.0
653,Z27236,Z27237,RPC8189,A320,PAX,0.0,CEB,CEB,2019-05-13 23:15:00,2019-05-13 23:55:00,1.0,0.0,1.0,G1,0.0,1429.0,1469.0,G11,arr,dpt,653,0,G1,1429.0,1469.0
654,ZH9021,ZH9186,B1972,B738,PAX,0.0,KHN,SZX,2019-05-13 12:40:00,2019-05-13 14:00:00,1.0,0.0,1.0,D30,0.0,794.0,874.0,D48,arr,dpt,654,0,D30,794.0,874.0
655,ZH9185,ZH9022,B1756,B738,PAX,0.0,SZX,KHN,2019-05-13 12:55:00,2019-05-13 14:25:00,1.0,0.0,1.0,C17L,0.0,809.0,899.0,D42L,arr,dpt,655,0,C17L,809.0,899.0
656,ZH9023,ZH9024,B1519,B738,PAX,0.0,SZX,SZX,2019-05-13 16:30:00,2019-05-13 17:30:00,1.0,0.0,1.0,C23,0.0,1024.0,1084.0,D38,arr,dpt,656,0,C23,1024.0,1084.0
