FLT,FLT_next,REG,ITY,NAT,PAX,DES,ORG,start_time,end_time,arrival,towing,departure,stand,f,start,end,CGMS,prev,next
MI568,MI568,9VSLQ,A320,PAX,0.0,CEB,,2019-05-13 00:00:00,2019-05-13 08:15:00,1.0,0.0,0.0,402,0.0,0.0,495.0,E24L,arr,tow
MI568,MI568,9VSLQ,A320,PAX,0.0,CEB,,2019-05-13 08:15:00,2019-05-13 10:15:00,0.0,0.0,1.0,E27R,0.0,495.0,615.0,E24L,tow,dpt
MI567,MI567,9VSLQ,A320,PAX,0.0,,CEB,2019-05-13 18:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,F36,0.0,1110.0,1439.0,F52R,arr,tow
MI632,MI632,9VMGB,B738,PAX,0.0,DAD,,2019-05-13 00:00:00,2019-05-13 09:00:00,1.0,0.0,1.0,F59R,0.0,0.0,540.0,F52L,arr,dpt
MI631,MI938,9VMGB,B738,PAX,0.0,CTU,DAD,2019-05-13 16:20:00,2019-05-13 17:45:00,1.0,0.0,1.0,F56L,0.0,980.0,1065.0,F52R,arr,dpt
MI957,MI752,9VSLP,A320,PAX,0.0,HKT,CSX,2019-05-13 04:55:00,2019-05-13 08:30:00,1.0,0.0,1.0,479,0.0,295.0,510.0,F30,arr,dpt
MI751,MI640,9VSLP,A320,PAX,0.0,DAD,HKT,2019-05-13 13:05:00,2019-05-13 14:00:00,1.0,0.0,1.0,E27R,0.0,785.0,840.0,E1,arr,dpt
MI639,MI639,9VSLP,A320,PAX,0.0,,DAD,2019-05-13 20:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F32,0.0,1215.0,1439.0,E24L,arr,tow
MI8921,MI972,9VMGD,B738,CHT,0.0,CKG,TPE,2019-05-13 01:05:00,2019-05-13 07:00:00,1.0,0.0,1.0,E3,0.0,65.0,420.0,E6,arr,dpt
MI971,MI758,9VMGD,B738,PAX,0.0,HKT,CKG,2019-05-13 17:25:00,2019-05-13 18:30:00,1.0,0.0,1.0,F52R,0.0,1045.0,1110.0,E1,arr,dpt
MI757,MI757,9VMGD,B738,PAX,0.0,,HKT,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,F40,0.0,1375.0,1439.0,E24R,arr,tow
MI986,MI986,9VSLO,A320,PAX,0.0,WUH,,2019-05-13 00:00:00,2019-05-13 09:00:00,1.0,0.0,1.0,D40L,0.0,0.0,540.0,E6,arr,dpt
MI985,MI985,9VSLO,A320,PAX,0.0,,WUH,2019-05-13 19:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,E4,0.0,1195.0,1439.0,F35R,arr,tow
MI996,MI996,9VSLL,A320,PAX,0.0,FOC,,2019-05-13 00:00:00,2019-05-13 08:35:00,1.0,0.0,0.0,482,0.0,0.0,515.0,E27R,arr,tow
MI996,MI996,9VSLL,A320,PAX,0.0,FOC,,2019-05-13 08:35:00,2019-05-13 10:35:00,0.0,0.0,1.0,F59L,0.0,515.0,635.0,E27R,tow,dpt
MI995,MI995,9VSLL,A320,PAX,0.0,,FOC,2019-05-13 20:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,E24L,0.0,1245.0,1439.0,F37,arr,tow
MU5081,MU5082,B6149,B738,PAX,0.0,KMG,KMG,2019-05-13 11:10:00,2019-05-13 12:10:00,1.0,0.0,1.0,A3,0.0,670.0,730.0,B3,arr,dpt
MU543,MU546,B1113,B789,PAX,0.0,PVG,PVG,2019-05-13 05:25:00,2019-05-13 10:10:00,1.0,0.0,1.0,A20,1.0,325.0,610.0,B5,arr,dpt
MU544,MU544,B5938,A332,PAX,0.0,CGQ,,2019-05-13 00:00:00,2019-05-13 00:55:00,1.0,0.0,1.0,A9,1.0,0.0,55.0,463,arr,dpt
MU545,MU545,B5921,A332,PAX,0.0,,CGQ,2019-05-13 21:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,A9,1.0,1315.0,1439.0,462,arr,tow
MU565,MU566,B209N,B789,PAX,0.0,PVG,PVG,2019-05-13 20:10:00,2019-05-13 23:10:00,1.0,0.0,1.0,C1,1.0,1210.0,1390.0,B6,arr,dpt
MU567,MU568,B5920,A332,PAX,0.0,PVG,PVG,2019-05-13 15:35:00,2019-05-13 16:35:00,1.0,0.0,1.0,A10,1.0,935.0,995.0,A15,arr,dpt
NH801,NH802,JA900A,B78X,PAX,0.0,NRT,NRT,2019-05-13 00:25:00,2019-05-13 06:10:00,1.0,0.0,1.0,E4,1.0,25.0,370.0,E28,arr,dpt
NH841,NH844,JA875A,B789,PAX,0.0,HND,HND,2019-05-13 17:15:00,2019-05-13 22:10:00,1.0,0.0,1.0,F34,1.0,1035.0,1330.0,E28,arr,dpt
NH843,NH842,JA893A,B789,PAX,0.0,HND,HND,2019-05-13 06:40:00,2019-05-13 11:00:00,1.0,0.0,1.0,F42,1.0,400.0,660.0,E28,arr,dpt
NQ803,NQ803,JA836A,B789,PAX,0.0,,NRT,2019-05-13 23:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F58,1.0,1395.0,1439.0,F58,arr,tow
NQ804,NQ804,JA872A,B789,PAX,0.0,NRT,,2019-05-13 00:00:00,2019-05-13 00:35:00,1.0,0.0,1.0,E26,1.0,0.0,35.0,E3,arr,dpt
NS3527,NS3528,B1560,B738,PAX,0.0,SJW,SJW,2019-05-13 16:10:00,2019-05-13 17:00:00,1.0,0.0,1.0,D37,0.0,970.0,1020.0,D35,arr,dpt
NZ282,NZ281,ZKNZJ,B789,PAX,0.0,AKL,AKL,2019-05-13 06:40:00,2019-05-13 08:50:00,1.0,0.0,1.0,C1,1.0,400.0,530.0,A19,arr,dpt
OD801,OD802,9MLNM,B738,PAX,0.0,KUL,KUL,2019-05-13 09:20:00,2019-05-13 10:10:00,1.0,0.0,1.0,C20,0.0,560.0,610.0,A18,arr,dpt
OD803,OD804,9MLNS,B738,PAX,0.0,KUL,KUL,2019-05-13 11:30:00,2019-05-13 12:20:00,1.0,0.0,1.0,C1,0.0,690.0,740.0,B6,arr,dpt
OD807,OD808,9MLCD,B738,PAX,0.0,KUL,KUL,2019-05-13 16:10:00,2019-05-13 17:00:00,1.0,0.0,1.0,C20,0.0,970.0,1020.0,B3,arr,dpt
OD805,OD806,9MLCD,B738,PAX,0.0,KUL,KUL,2019-05-13 20:40:00,2019-05-13 21:30:00,1.0,0.0,1.0,A9,0.0,1240.0,1290.0,A9,arr,dpt
OZ751,OZ752,HL8359,A359,PAX,0.0,ICN,ICN,2019-05-13 21:30:00,2019-05-13 22:50:00,1.0,0.0,1.0,B8,1.0,1290.0,1370.0,B8,arr,dpt
OZ753,OZ754,HL7791,B772,PAX,0.0,ICN,ICN,2019-05-13 01:30:00,2019-05-13 02:45:00,1.0,0.0,1.0,B6,1.0,90.0,165.0,B5,arr,dpt
PG961,PG962,HSPGN,A319,PAX,0.0,BKK,BKK,2019-05-13 19:20:00,2019-05-13 20:15:00,1.0,0.0,1.0,D38,0.0,1160.0,1215.0,D47,arr,dpt
PG963,PG968,HSPGT,A319,PAX,0.0,BKK,BKK,2019-05-13 16:25:00,2019-05-13 17:20:00,1.0,0.0,1.0,C18,0.0,985.0,1040.0,C16,arr,dpt
PN6357,PN6357,B1898,A320,PAX,0.0,,URC,2019-05-13 23:35:00,2019-05-13 23:59:00,1.0,0.0,0.0,G12,0.0,1415.0,1439.0,G2,arr,tow
PN6358,PN6358,B1897,A320,PAX,0.0,URC,,2019-05-13 00:00:00,2019-05-13 00:35:00,1.0,0.0,1.0,G13,0.0,0.0,35.0,G1,arr,dpt
PO980,PO980,N416MC,B74Y,CGO,0.0,HKG,,2019-05-13 00:00:00,2019-05-13 00:50:00,1.0,0.0,1.0,516,1.0,0.0,50.0,602,arr,dpt
PR510,PR510,RPC9903,A321,PAX,0.0,MNL,,2019-05-13 00:00:00,2019-05-13 00:30:00,1.0,0.0,1.0,D46,0.0,0.0,30.0,D35,arr,dpt
PR511,PR502,RPC9903,A321,PAX,0.0,MNL,MNL,2019-05-13 09:40:00,2019-05-13 10:30:00,1.0,0.0,1.0,D36,0.0,580.0,630.0,C17R,arr,dpt
PR501,PR512,RPC9903,A321,PAX,0.0,MNL,MNL,2019-05-13 18:50:00,2019-05-13 19:45:00,1.0,0.0,1.0,D42L,0.0,1130.0,1185.0,C1,arr,dpt
PR507,PR508,RPC7777,B77W,PAX,0.0,MNL,MNL,2019-05-13 13:40:00,2019-05-13 14:30:00,1.0,0.0,1.0,C24,1.0,820.0,870.0,C13,arr,dpt
PR509,PR509,RPC9925,A321,PAX,0.0,,MNL,2019-05-13 23:10:00,2019-05-13 23:59:00,1.0,0.0,0.0,D38,0.0,1390.0,1439.0,C16,arr,tow
PX392,PX393,P2PXW,B763,PAX,0.0,POM,POM,2019-05-13 18:30:00,2019-05-13 20:15:00,1.0,0.0,1.0,D35,1.0,1110.0,1215.0,D37,arr,dpt
QF001,QF001,VHOQL,A388,PAX,0.0,LHR,SYD,2019-05-13 22:15:00,2019-05-13 23:55:00,1.0,0.0,1.0,C26,1.0,1335.0,1435.0,D46,arr,dpt
QF002,QF002,VHOQC,A388,PAX,0.0,SYD,LHR,2019-05-13 17:25:00,2019-05-13 19:30:00,1.0,0.0,1.0,D46,1.0,1045.0,1170.0,D46,arr,dpt
QF035,QF036,VHOQK,A388,PAX,0.0,MEL,MEL,2019-05-13 17:55:00,2019-05-13 20:15:00,1.0,0.0,1.0,C26,1.0,1075.0,1215.0,C25,arr,dpt
QF037,QF038,VHEBJ,A332,PAX,0.0,MEL,MEL,2019-05-13 22:25:00,2019-05-13 23:50:00,1.0,0.0,1.0,C18,1.0,1345.0,1430.0,D44,arr,dpt
QF051,QF082,VHQPB,A333,PAX,0.0,SYD,BNE,2019-05-13 18:15:00,2019-05-13 21:10:00,1.0,0.0,1.0,C20,1.0,1095.0,1270.0,C15,arr,dpt
QF081,QF052,VHQPF,A333,PAX,0.0,BNE,SYD,2019-05-13 16:50:00,2019-05-13 20:30:00,1.0,0.0,1.0,D48,1.0,1010.0,1230.0,D34,arr,dpt
QF071,QF072,VHEBC,A332,PAX,0.0,PER,PER,2019-05-13 17:20:00,2019-05-13 18:40:00,1.0,0.0,1.0,D44,1.0,1040.0,1120.0,C13,arr,dpt
QR942,QR943,A7ALV,A359,PAX,0.0,DOH,DOH,2019-05-13 09:05:00,2019-05-13 10:45:00,1.0,0.0,1.0,C15,1.0,545.0,645.0,D32,arr,dpt
QR944,QR947,A7AME,A359,PAX,0.0,DOH,DOH,2019-05-13 20:15:00,2019-05-13 21:25:00,1.0,0.0,1.0,C17,1.0,1215.0,1285.0,D32,arr,dpt
QR945,QR945,A7ANF,A35K,PAX,0.0,DOH,,2019-05-13 00:00:00,2019-05-13 02:15:00,1.0,0.0,1.0,D49,1.0,0.0,135.0,D32,arr,dpt
QR946,QR946,A7ANA,A35K,PAX,0.0,,DOH,2019-05-13 15:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,C13,1.0,945.0,1439.0,D34,arr,tow
QZ262,QZ263,PKAXV,A320,PAX,0.0,CGK,CGK,2019-05-13 09:50:00,2019-05-13 10:20:00,1.0,0.0,1.0,G14,0.0,590.0,620.0,G1,arr,dpt
QZ264,QZ663,PKAZK,A320,PAX,0.0,SRG,CGK,2019-05-13 14:00:00,2019-05-13 14:25:00,1.0,0.0,1.0,G21R,0.0,840.0,865.0,G1,arr,dpt
QZ662,QZ265,PKAZK,A320,PAX,0.0,CGK,SRG,2019-05-13 19:10:00,2019-05-13 19:35:00,1.0,0.0,1.0,G8,0.0,1150.0,1175.0,G2,arr,dpt
QZ268,QZ269,PKAZH,A320,PAX,0.0,CGK,CGK,2019-05-13 21:15:00,2019-05-13 22:00:00,1.0,0.0,1.0,G9,0.0,1275.0,1320.0,G2,arr,dpt
QZ365,QZ366,PKAZI,A320,PAX,0.0,BDO,BDO,2019-05-13 11:20:00,2019-05-13 12:00:00,1.0,0.0,1.0,G17,0.0,680.0,720.0,G9,arr,dpt
QZ508,QZ509,PKAZI,A320,PAX,0.0,DPS,DPS,2019-05-13 20:20:00,2019-05-13 21:05:00,1.0,0.0,1.0,G14,0.0,1220.0,1265.0,G14,arr,dpt
QZ502,QZ503,PKAXE,A320,PAX,0.0,DPS,DPS,2019-05-13 09:55:00,2019-05-13 10:35:00,1.0,0.0,1.0,G1,0.0,595.0,635.0,G13,arr,dpt
QZ506,QZ507,PKAXE,A320,PAX,0.0,DPS,DPS,2019-05-13 16:40:00,2019-05-13 17:10:00,1.0,0.0,1.0,G7,0.0,1000.0,1030.0,G4,arr,dpt
QZ504,QZ505,PKAXX,A320,PAX,0.0,DPS,DPS,2019-05-13 11:45:00,2019-05-13 12:15:00,1.0,0.0,1.0,G9,0.0,705.0,735.0,G1,arr,dpt
QZ658,QZ659,PKAZL,A320,PAX,0.0,JOG,JOG,2019-05-13 10:45:00,2019-05-13 11:15:00,1.0,0.0,1.0,G6,0.0,645.0,675.0,G2,arr,dpt
RU129,RU129,VPBBL,B74N,CGO,0.0,,SVO,2019-05-13 21:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,504,1.0,1315.0,1439.0,509,arr,tow
RU737,RU737,VQBLQ,B742,CGO,0.0,SVO,,2019-05-13 00:00:00,2019-05-13 00:05:00,1.0,0.0,1.0,514,1.0,0.0,5.0,508,arr,dpt
RX788,RX789,S2AIJ,B738,PAX,0.0,DAC,DAC,2019-05-13 03:15:00,2019-05-13 04:15:00,1.0,0.0,1.0,G10,0.0,195.0,255.0,G2,arr,dpt
SL100,SL101,HSLTJ,B739,PAX,0.0,DMK,DMK,2019-05-13 11:20:00,2019-05-13 12:20:00,1.0,0.0,1.0,A19,0.0,680.0,740.0,A19,arr,dpt
SL104,SL105,HSLTU,B739,PAX,0.0,DMK,DMK,2019-05-13 19:30:00,2019-05-13 20:30:00,1.0,0.0,1.0,A12,0.0,1170.0,1230.0,A13,arr,dpt
SQ001,SQ866,9VSNB,B77W,PAX,0.0,HKG,SFO,2019-05-13 11:50:00,2019-05-13 13:05:00,1.0,0.0,1.0,A10,1.0,710.0,785.0,A4,arr,dpt
SQ865,SQ865,9VSNB,B77W,PAX,0.0,,HKG,2019-05-13 22:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,A12,1.0,1360.0,1439.0,A13,arr,tow
SQ319,SQ002,9VSWV,B77W,PAX,0.0,SFO,LHR,2019-05-13 16:55:00,2019-05-13 18:30:00,1.0,0.0,1.0,B5,1.0,1015.0,1110.0,A11,arr,dpt
SQ011,SQ241,9VSWU,B77W,PAX,0.0,SYD,LAX,2019-05-13 02:25:00,2019-05-13 07:10:00,1.0,0.0,1.0,A10,1.0,145.0,430.0,A5,arr,dpt
SQ495,SQ012,9VSWW,B77W,PAX,0.0,LAX,DXB,2019-05-13 07:30:00,2019-05-13 09:25:00,1.0,0.0,1.0,B9,1.0,450.0,565.0,B8,arr,dpt
SQ021,SQ021,9VSGA,A359,PAX,0.0,,EWR,2019-05-13 17:10:00,2019-05-13 23:59:00,1.0,1.0,0.0,466,1.0,1030.0,1439.0,A3,arr,tow
SQ037,SQ022,9VSGB,A359,PAX,0.0,EWR,LAX,2019-05-13 08:15:00,2019-05-13 23:35:00,1.0,0.0,1.0,A17,1.0,495.0,1415.0,B10,arr,dpt
SQ025,SQ025,9VSKR,A388,PAX,0.0,,JFK,2019-05-13 06:50:00,2019-05-13 23:59:00,1.0,1.0,0.0,463,1.0,410.0,1439.0,A2,arr,tow
SQ232,SQ026,9VSKN,A388,PAX,0.0,JFK,SYD,2019-05-13 17:30:00,2019-05-13 23:55:00,1.0,0.0,1.0,A4,1.0,1050.0,1435.0,B2,arr,dpt
SQ031,SQ031,9VSMQ,A359,PAX,0.0,,SFO,2019-05-13 19:10:00,2019-05-13 23:59:00,1.0,1.0,0.0,401,1.0,1150.0,1439.0,F31,arr,tow
SQ032,SQ032,9VSMN,A359,PAX,0.0,SFO,,2019-05-13 00:00:00,2019-05-13 09:25:00,1.0,0.0,1.0,A3,1.0,0.0,565.0,C20,arr,dpt
SQ035,SQ035,9VSGC,A359,PAX,0.0,,LAX,2019-05-13 19:10:00,2019-05-13 23:59:00,1.0,1.0,0.0,300,1.0,1150.0,1439.0,E12,arr,tow
SQ038,SQ038,9VSGD,A359,PAX,0.0,LAX,,2019-05-13 00:00:00,2019-05-13 18:55:00,1.0,0.0,0.0,302,1.0,0.0,1135.0,C20,arr,tow
SQ038,SQ038,9VSGD,A359,PAX,0.0,LAX,,2019-05-13 18:55:00,2019-05-13 20:55:00,0.0,0.0,1.0,B10,1.0,1135.0,1255.0,C20,tow,dpt
SQ051,SQ956,9VSMK,A359,PAX,0.0,CGK,IAH,2019-05-13 07:40:00,2019-05-13 09:25:00,1.0,0.0,1.0,E3,1.0,460.0,565.0,F56,arr,dpt
SQ957,SQ962,9VSMK,A359,PAX,0.0,CGK,CGK,2019-05-13 14:05:00,2019-05-13 16:25:00,1.0,0.0,1.0,E28,1.0,845.0,985.0,E22,arr,dpt
SQ963,SQ963,9VSMK,A359,PAX,0.0,,CGK,2019-05-13 20:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,B1,1.0,1255.0,1439.0,F60,arr,tow
SQ517,SQ106,9VSSE,A333,PAX,0.0,KUL,CCU,2019-05-13 06:40:00,2019-05-13 08:30:00,1.0,0.0,1.0,F41,1.0,400.0,510.0,F40,arr,dpt
SQ107,SQ108,9VSSE,A333,PAX,0.0,KUL,KUL,2019-05-13 11:35:00,2019-05-13 12:45:00,1.0,0.0,1.0,F34,1.0,695.0,765.0,E20,arr,dpt
SQ109,SQ112,9VSSE,A333,PAX,0.0,KUL,KUL,2019-05-13 15:30:00,2019-05-13 16:20:00,1.0,0.0,1.0,F34,1.0,930.0,980.0,F41,arr,dpt
SQ113,SQ516,9VSSE,A333,PAX,0.0,CCU,KUL,2019-05-13 19:10:00,2019-05-13 21:00:00,1.0,0.0,1.0,B7,1.0,1150.0,1260.0,A11,arr,dpt
SQ256,SQ116,9VSHC,A359,PAX,0.0,KUL,BNE,2019-05-13 15:30:00,2019-05-13 16:45:00,1.0,0.0,1.0,E26,1.0,930.0,1005.0,F60,arr,dpt
SQ117,SQ235,9VSHC,A359,PAX,0.0,BNE,KUL,2019-05-13 19:50:00,2019-05-13 21:30:00,1.0,0.0,1.0,A15,1.0,1190.0,1290.0,B3,arr,dpt
SQ178,SQ178,9VSTC,A333,PAX,0.0,SGN,,2019-05-13 00:00:00,2019-05-13 09:45:00,1.0,0.0,1.0,F31,1.0,0.0,585.0,F34,arr,dpt
SQ177,SQ118,9VSTC,A333,PAX,0.0,KUL,SGN,2019-05-13 15:30:00,2019-05-13 18:45:00,1.0,0.0,1.0,E24,1.0,930.0,1125.0,F34,arr,dpt
SQ119,SQ119,9VSTC,A333,PAX,0.0,,KUL,2019-05-13 21:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,A15,1.0,1310.0,1439.0,E3,arr,tow
SQ531,SQ176,9VSSI,A333,PAX,0.0,HAN,AMD,2019-05-13 07:10:00,2019-05-13 09:20:00,1.0,0.0,1.0,E20,1.0,430.0,560.0,E5,arr,dpt
SQ175,SQ918,9VSSI,A333,PAX,0.0,MNL,HAN,2019-05-13 17:05:00,2019-05-13 19:25:00,1.0,0.0,1.0,E26,1.0,1025.0,1165.0,E5,arr,dpt
SQ182,SQ182,9VSYF,B773,PAX,0.0,BWN,,2019-05-13 00:00:00,2019-05-13 06:40:00,1.0,0.0,0.0,B9,1.0,0.0,400.0,E26,arr,tow
SQ182,SQ182,9VSYF,B773,PAX,0.0,BWN,,2019-05-13 06:40:00,2019-05-13 08:40:00,0.0,0.0,1.0,E4,1.0,400.0,520.0,E26,tow,dpt
SQ181,SQ181,9VSYF,B773,PAX,0.0,,BWN,2019-05-13 14:05:00,2019-05-13 23:59:00,1.0,1.0,0.0,200,1.0,845.0,1439.0,B2,arr,tow
SQ469,SQ184,9VSTW,A333,PAX,0.0,SGN,CMB,2019-05-13 07:20:00,2019-05-13 11:30:00,1.0,0.0,0.0,D41,1.0,440.0,690.0,A9,arr,tow
SQ469,SQ184,9VSTW,A333,PAX,0.0,SGN,CMB,2019-05-13 11:30:00,2019-05-13 13:30:00,0.0,0.0,1.0,F42,1.0,690.0,810.0,A9,tow,dpt
SQ183,SQ446,9VSTW,A333,PAX,0.0,DAC,SGN,2019-05-13 18:55:00,2019-05-13 20:35:00,1.0,0.0,1.0,F40,1.0,1135.0,1235.0,E3,arr,dpt
SQ656,SQ656,9VSCJ,B78X,PAX,0.0,FUK,,2019-05-13 00:00:00,2019-05-13 01:20:00,1.0,0.0,1.0,A15,1.0,0.0,80.0,A12,arr,dpt
SQ655,SQ186,9VSCJ,B78X,PAX,0.0,SGN,FUK,2019-05-13 15:20:00,2019-05-13 17:25:00,1.0,0.0,1.0,E5,1.0,920.0,1045.0,F31,arr,dpt
SQ185,SQ185,9VSCJ,B78X,PAX,0.0,,SGN,2019-05-13 22:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,C20,1.0,1360.0,1439.0,A11,arr,tow
SQ930,SQ930,9VSSG,A333,PAX,0.0,SUB,,2019-05-13 00:00:00,2019-05-13 05:50:00,1.0,0.0,0.0,B3,1.0,0.0,350.0,F41,arr,tow
SQ930,SQ930,9VSSG,A333,PAX,0.0,SUB,,2019-05-13 05:50:00,2019-05-13 07:50:00,0.0,0.0,1.0,E12,1.0,350.0,470.0,F41,tow,dpt
SQ931,SQ188,9VSSG,A333,PAX,0.0,HAN,SUB,2019-05-13 13:30:00,2019-05-13 15:15:00,1.0,0.0,1.0,F31,1.0,810.0,915.0,E20,arr,dpt
SQ187,SQ187,9VSSG,A333,PAX,0.0,,HAN,2019-05-13 23:00:00,2019-05-13 23:59:00,1.0,0.0,0.0,E20,1.0,1380.0,1439.0,E28,arr,tow
SQ246,SQ207,9VSML,A359,PAX,0.0,MEL,BNE,2019-05-13 05:45:00,2019-05-13 07:45:00,1.0,0.0,1.0,A1,1.0,345.0,465.0,B1,arr,dpt
SQ208,SQ422,9VSMH,A359,PAX,0.0,BOM,MEL,2019-05-13 00:15:00,2019-05-13 05:40:00,1.0,0.0,0.0,E28,1.0,15.0,340.0,E12,arr,tow
SQ208,SQ422,9VSMH,A359,PAX,0.0,BOM,MEL,2019-05-13 05:40:00,2019-05-13 07:40:00,0.0,0.0,1.0,A17,1.0,340.0,460.0,E12,tow,dpt
SQ421,SQ421,9VSMH,A359,PAX,0.0,,BOM,2019-05-13 19:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,B3,1.0,1190.0,1439.0,F54,arr,tow
SQ351,SQ211,9VSWT,B77W,PAX,0.0,SYD,CPH,2019-05-13 06:20:00,2019-05-13 09:35:00,1.0,0.0,1.0,B6,1.0,380.0,575.0,B5,arr,dpt
SQ212,SQ212,9VSWP,B77W,PAX,0.0,,SYD,2019-05-13 14:15:00,2019-05-13 23:59:00,1.0,1.0,0.0,461,1.0,855.0,1439.0,A14,arr,tow
SQ213,SQ213,9VSVN,B772,PAX,0.0,PER,,2019-05-13 00:00:00,2019-05-13 07:40:00,1.0,0.0,1.0,A21,1.0,0.0,460.0,B10,arr,dpt
SQ226,SQ226,9VSVN,B772,PAX,0.0,,PER,2019-05-13 19:35:00,2019-05-13 23:59:00,1.0,0.0,0.0,A20,1.0,1175.0,1439.0,F33,arr,tow
SQ223,SQ223,9VSTQ,A333,PAX,0.0,PER,,2019-05-13 00:00:00,2019-05-13 09:30:00,1.0,0.0,1.0,A18,1.0,0.0,570.0,A11,arr,dpt
SQ214,SQ214,9VSTQ,A333,PAX,0.0,,PER,2019-05-13 22:35:00,2019-05-13 23:59:00,1.0,0.0,0.0,A21,1.0,1355.0,1439.0,A20,arr,tow
SQ672,SQ672,9VSCK,B78X,PAX,0.0,NGO,,2019-05-13 00:00:00,2019-05-13 01:20:00,1.0,0.0,1.0,A11,1.0,0.0,80.0,B4,arr,dpt
SQ671,SQ215,9VSCK,B78X,PAX,0.0,PER,NGO,2019-05-13 16:20:00,2019-05-13 18:45:00,1.0,0.0,1.0,B7,1.0,980.0,1125.0,A17,arr,dpt
SQ216,SQ942,9VSCE,B78X,PAX,0.0,DPS,PER,2019-05-13 06:35:00,2019-05-13 09:15:00,1.0,0.0,1.0,F40,1.0,395.0,555.0,E11,arr,dpt
SQ943,SQ982,9VSCE,B78X,PAX,0.0,BKK,DPS,2019-05-13 15:50:00,2019-05-13 17:30:00,1.0,0.0,1.0,F40,1.0,950.0,1050.0,E11,arr,dpt
SQ983,SQ983,9VSCE,B78X,PAX,0.0,,BKK,2019-05-13 23:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,B8,1.0,1410.0,1439.0,B10,arr,tow
SQ639,SQ217,9VSWO,B77W,PAX,0.0,MEL,HND,2019-05-13 08:25:00,2019-05-13 11:00:00,1.0,0.0,1.0,B8,1.0,505.0,660.0,A14,arr,dpt
SQ218,SQ218,9VSWS,B77W,PAX,0.0,,MEL,2019-05-13 06:00:00,2019-05-13 23:59:00,1.0,1.0,0.0,468,1.0,360.0,1439.0,B4,arr,tow
SQ345,SQ221,9VSKY,A388,PAX,0.0,SYD,ZRH,2019-05-13 05:55:00,2019-05-13 20:20:00,1.0,0.0,1.0,A2,1.0,355.0,1220.0,B7,arr,dpt
SQ231,SQ231,9VSKI,A388,PAX,0.0,SYD,,2019-05-13 00:00:00,2019-05-13 00:45:00,1.0,0.0,1.0,A2,1.0,0.0,45.0,B5,arr,dpt
