FLT,FLT_next,REG,ITY,NAT,PAX,DES,ORG,start_time,end_time,arrival,towing,departure,stand,f,start,end,CGMS,prev,next
TG402,TG402,HSTKD,B773,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 07:40:00,1.0,0.0,1.0,D34,1.0,0.0,460.0,D49,arr,dpt
TG413,TG414,HSTKD,B773,PAX,0.0,BKK,BKK,2019-05-13 14:30:00,2019-05-13 15:55:00,1.0,0.0,1.0,C23,1.0,870.0,955.0,C20,arr,dpt
TG401,TG401,HSTKD,B773,PAX,0.0,,BKK,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,D32,1.0,1375.0,1439.0,D49,arr,tow
TG403,TG404,HSTHG,A359,PAX,0.0,BKK,BKK,2019-05-13 11:15:00,2019-05-13 12:25:00,1.0,0.0,1.0,C25,1.0,675.0,745.0,D41,arr,dpt
TG407,TG408,HSTJD,B772,PAX,0.0,BKK,BKK,2019-05-13 17:05:00,2019-05-13 18:15:00,1.0,0.0,1.0,C15,1.0,1025.0,1095.0,C18,arr,dpt
TG409,TG410,HSTHC,A359,PAX,0.0,BKK,BKK,2019-05-13 19:40:00,2019-05-13 20:50:00,1.0,0.0,1.0,C15,1.0,1180.0,1250.0,D49,arr,dpt
TK054,TK055,TCLJI,B77W,PAX,0.0,IST,IST,2019-05-13 17:50:00,2019-05-13 23:25:00,1.0,0.0,1.0,D49,1.0,1070.0,1405.0,D42,arr,dpt
TR897,TR008,9VOJA,B789,PAX,0.0,PER,ICN,2019-05-13 06:10:00,2019-05-13 12:00:00,1.0,0.0,1.0,F50,1.0,370.0,720.0,205,arr,dpt
TR009,TR009,9VOJA,B789,PAX,0.0,,PER,2019-05-13 23:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,E22,1.0,1410.0,1439.0,F31,arr,tow
TR018,TR018,9VOJI,B789,PAX,0.0,MEL,,2019-05-13 00:00:00,2019-05-13 01:35:00,1.0,0.0,1.0,E5,1.0,0.0,95.0,D41,arr,dpt
TR019,TR019,9VOJI,B789,PAX,0.0,,MEL,2019-05-13 18:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,E28,1.0,1105.0,1439.0,D41,arr,tow
TR100,TR100,9VOFH,B788,PAX,0.0,CAN,,2019-05-13 00:00:00,2019-05-13 05:15:00,1.0,0.0,1.0,F33,1.0,0.0,315.0,F54,arr,dpt
TR101,TR596,9VOFH,B788,PAX,0.0,JED,CAN,2019-05-13 14:45:00,2019-05-13 16:20:00,1.0,0.0,1.0,E4,1.0,885.0,980.0,F50,arr,dpt
TR571,TR114,9VTAX,A320,PAX,0.0,NNG,COK,2019-05-13 08:50:00,2019-05-13 10:00:00,1.0,0.0,1.0,E28,0.0,530.0,600.0,F37,arr,dpt
TR115,TR106,9VTAX,A320,PAX,0.0,CAN,NNG,2019-05-13 18:50:00,2019-05-13 22:00:00,1.0,0.0,1.0,E2,0.0,1130.0,1320.0,F56R,arr,dpt
TR107,TR686,9VTRQ,A320,PAX,0.0,KBV,CAN,2019-05-13 07:50:00,2019-05-13 11:30:00,1.0,0.0,1.0,F35L,0.0,470.0,690.0,F35R,arr,dpt
TR687,TR652,9VTRQ,A320,PAX,0.0,HKT,KBV,2019-05-13 16:00:00,2019-05-13 18:20:00,1.0,0.0,1.0,D40R,0.0,960.0,1100.0,F40,arr,dpt
TR653,TR653,9VTRQ,A320,PAX,0.0,,HKT,2019-05-13 22:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,F56R,0.0,1365.0,1439.0,F56R,arr,tow
TR171,TR452,9VTRE,A320,PAX,0.0,KUL,WUX,2019-05-13 05:00:00,2019-05-13 09:45:00,1.0,0.0,1.0,485,0.0,300.0,585.0,D40R,arr,dpt
TR453,TR634,9VTRE,A320,PAX,0.0,HDY,KUL,2019-05-13 12:50:00,2019-05-13 13:35:00,1.0,0.0,1.0,F54,0.0,770.0,815.0,F36,arr,dpt
TR635,TR108,9VTRE,A320,PAX,0.0,SZX,HDY,2019-05-13 17:30:00,2019-05-13 19:00:00,1.0,0.0,1.0,E27R,0.0,1050.0,1140.0,F35R,arr,dpt
TR274,TR274,9VTRR,A320,PAX,0.0,CGK,,2019-05-13 00:00:00,2019-05-13 08:15:00,1.0,0.0,1.0,F30,0.0,0.0,495.0,207,arr,dpt
TR275,TR112,9VTRR,A320,PAX,0.0,KHN,CGK,2019-05-13 12:45:00,2019-05-13 14:25:00,1.0,0.0,1.0,F40,0.0,765.0,865.0,F41,arr,dpt
TR484,TR484,9VTRN,A320,PAX,0.0,IPH,,2019-05-13 00:00:00,2019-05-13 07:45:00,1.0,0.0,1.0,E2,0.0,0.0,465.0,F52R,arr,dpt
TR485,TR252,9VTRN,A320,PAX,0.0,PKU,IPH,2019-05-13 11:05:00,2019-05-13 11:45:00,1.0,0.0,1.0,E2,0.0,665.0,705.0,E1,arr,dpt
TR253,TR134,9VTRN,A320,PAX,0.0,XIY,PKU,2019-05-13 14:40:00,2019-05-13 17:00:00,1.0,0.0,1.0,E27R,0.0,880.0,1020.0,E7,arr,dpt
TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 05:15:00,2019-05-13 06:15:00,1.0,0.0,0.0,F34,0.0,315.0,375.0,E24R,arr,tow
TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 06:15:00,2019-05-13 20:45:00,0.0,1.0,0.0,473,0.0,375.0,1245.0,E24R,tow,tow
TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 20:45:00,2019-05-13 22:45:00,0.0,0.0,1.0,E6,0.0,1245.0,1365.0,E24R,tow,dpt
TR138,TR138,9VOJF,B789,PAX,0.0,TSN,,2019-05-13 00:00:00,2019-05-13 01:30:00,1.0,0.0,1.0,E12,1.0,0.0,90.0,F31,arr,dpt
TR139,TR139,9VOJF,B789,PAX,0.0,,TSN,2019-05-13 15:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,D41,1.0,930.0,1439.0,D40,arr,tow
TR156,TR156,9VOFG,B788,PAX,0.0,SHE,,2019-05-13 00:00:00,2019-05-13 02:55:00,1.0,0.0,1.0,F34,1.0,0.0,175.0,E4,arr,dpt
TR157,TR157,9VOFG,B788,PAX,0.0,,SHE,2019-05-13 17:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,F50,1.0,1065.0,1439.0,E22,arr,tow
TR172,TR172,9VTRX,A320,PAX,0.0,TNA,,2019-05-13 00:00:00,2019-05-13 00:25:00,1.0,0.0,1.0,F36,0.0,0.0,25.0,E24R,arr,dpt
TR173,TR288,9VTRX,A320,PAX,0.0,DPS,TNA,2019-05-13 13:40:00,2019-05-13 15:45:00,1.0,0.0,1.0,E11,0.0,820.0,945.0,F35R,arr,dpt
TR289,TR289,9VTRX,A320,PAX,0.0,,DPS,2019-05-13 22:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F59R,0.0,1335.0,1439.0,F36,arr,tow
TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 04:00:00,2019-05-13 05:00:00,1.0,0.0,0.0,E20,1.0,240.0,300.0,D41,arr,tow
TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 05:00:00,2019-05-13 08:30:00,0.0,1.0,0.0,300,1.0,300.0,510.0,D41,tow,tow
TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 08:30:00,2019-05-13 10:30:00,0.0,0.0,1.0,E26,1.0,510.0,630.0,D41,tow,dpt
TR181,TR181,9VOFJ,B788,PAX,0.0,,NKG,2019-05-13 22:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,E26,1.0,1370.0,1439.0,F33,arr,tow
TR579,TR188,9VOJB,B789,PAX,0.0,HGH,MAA,2019-05-13 08:15:00,2019-05-13 16:30:00,1.0,0.0,1.0,F33,1.0,495.0,990.0,E4,arr,dpt
TR189,TR189,9VOJH,B789,PAX,0.0,,HGH,2019-05-13 03:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,464,1.0,225.0,1439.0,F33,arr,tow
TR589,TR264,9VTRH,A320,PAX,0.0,SUB,MLE,2019-05-13 04:55:00,2019-05-13 08:15:00,1.0,0.0,1.0,207,0.0,295.0,495.0,E27R,arr,dpt
TR265,TR482,9VTRH,A320,PAX,0.0,IPH,SUB,2019-05-13 13:30:00,2019-05-13 15:25:00,1.0,0.0,1.0,D40L,0.0,810.0,925.0,F59R,arr,dpt
TR483,TR430,9VTRH,A320,PAX,0.0,KCH,IPH,2019-05-13 18:50:00,2019-05-13 20:15:00,1.0,0.0,1.0,E7,0.0,1130.0,1215.0,E7,arr,dpt
TR431,TR431,9VTRH,A320,PAX,0.0,,KCH,2019-05-13 23:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,F41,0.0,1435.0,1439.0,306,arr,tow
TR267,TR426,9VTRV,A320,PAX,0.0,PEN,SUB,2019-05-13 01:00:00,2019-05-13 09:10:00,1.0,0.0,1.0,F36,0.0,60.0,550.0,208,arr,dpt
TR427,TR610,9VTRV,A320,PAX,0.0,BKK,PEN,2019-05-13 12:40:00,2019-05-13 15:25:00,1.0,0.0,1.0,E1,0.0,760.0,925.0,F56R,arr,dpt
TR611,TR611,9VTRV,A320,PAX,0.0,,BKK,2019-05-13 21:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,F52L,0.0,1265.0,1439.0,207,arr,tow
TR273,TR658,9VTAU,A320,PAX,0.0,HKT,CGK,2019-05-13 00:25:00,2019-05-13 07:50:00,1.0,0.0,1.0,E24R,0.0,25.0,470.0,462L,arr,dpt
TR659,TR604,9VTAU,A320,PAX,0.0,BKK,HKT,2019-05-13 12:20:00,2019-05-13 12:55:00,1.0,0.0,1.0,E11,0.0,740.0,775.0,E6,arr,dpt
TR605,TR466,9VTAU,A320,PAX,0.0,KUL,BKK,2019-05-13 18:35:00,2019-05-13 19:25:00,1.0,0.0,1.0,F59L,0.0,1115.0,1165.0,F32,arr,dpt
TR467,TR467,9VTAU,A320,PAX,0.0,,KUL,2019-05-13 22:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,E2,0.0,1365.0,1439.0,F35R,arr,tow
TR573,TR276,9VTRW,A320,PAX,0.0,CGK,BLR,2019-05-13 08:25:00,2019-05-13 10:20:00,1.0,0.0,1.0,F52R,0.0,505.0,620.0,E2,arr,dpt
TR277,TR974,9VTRW,A320,PAX,0.0,HKG,CGK,2019-05-13 14:50:00,2019-05-13 16:55:00,1.0,0.0,1.0,E2,0.0,890.0,1015.0,E6,arr,dpt
TR567,TR284,9VTRL,A320,PAX,0.0,DPS,TRZ,2019-05-13 08:30:00,2019-05-13 11:05:00,1.0,0.0,1.0,F35R,0.0,510.0,665.0,F32,arr,dpt
TR285,TR278,9VTRL,A320,PAX,0.0,CGK,DPS,2019-05-13 17:10:00,2019-05-13 18:25:00,1.0,0.0,1.0,F37,0.0,1030.0,1105.0,F37,arr,dpt
TR279,TR279,9VTRL,A320,PAX,0.0,,CGK,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,F33,0.0,1375.0,1439.0,F40,arr,tow
TR280,TR280,9VTRI,A320,PAX,0.0,DPS,,2019-05-13 00:00:00,2019-05-13 07:05:00,1.0,0.0,1.0,F52L,0.0,0.0,425.0,200R,arr,dpt
TR281,TR390,9VTRI,A320,PAX,0.0,MNL,DPS,2019-05-13 13:30:00,2019-05-13 14:50:00,1.0,0.0,1.0,D41,0.0,810.0,890.0,E11,arr,dpt
TR391,TR391,9VTRI,A320,PAX,0.0,,MNL,2019-05-13 23:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,E6,0.0,1395.0,1439.0,208,arr,tow
TR300,TR300,9VTAV,A320,PAX,0.0,HAN,,2019-05-13 00:00:00,2019-05-13 07:55:00,1.0,0.0,0.0,208,0.0,0.0,475.0,F59R,arr,tow
TR300,TR300,9VTAV,A320,PAX,0.0,HAN,,2019-05-13 07:55:00,2019-05-13 09:55:00,0.0,0.0,1.0,F52L,0.0,475.0,595.0,F59R,tow,dpt
TR301,TR530,9VTAV,A320,PAX,0.0,TRV,HAN,2019-05-13 17:35:00,2019-05-13 20:40:00,1.0,0.0,1.0,E3,0.0,1055.0,1240.0,F36,arr,dpt
TR392,TR392,9VTRD,A320,PAX,0.0,MNL,,2019-05-13 00:00:00,2019-05-13 05:25:00,1.0,0.0,1.0,F37,0.0,0.0,325.0,202L,arr,dpt
TR393,TR302,9VTRD,A320,PAX,0.0,SGN,MNL,2019-05-13 13:40:00,2019-05-13 15:30:00,1.0,0.0,1.0,F35L,0.0,820.0,930.0,F52L,arr,dpt
TR303,TR574,9VTRD,A320,PAX,0.0,HYD,SGN,2019-05-13 20:20:00,2019-05-13 22:30:00,1.0,0.0,1.0,F33,0.0,1220.0,1350.0,F35L,arr,dpt
TR304,TR304,9VTRK,A320,PAX,0.0,SGN,,2019-05-13 00:00:00,2019-05-13 07:05:00,1.0,0.0,1.0,E1,0.0,0.0,425.0,E1,arr,dpt
TR305,TR306,9VTRK,A320,PAX,0.0,SGN,SGN,2019-05-13 11:55:00,2019-05-13 13:05:00,1.0,0.0,1.0,E7,0.0,715.0,785.0,E24R,arr,dpt
TR307,TR428,9VTRK,A320,PAX,0.0,PEN,SGN,2019-05-13 18:00:00,2019-05-13 18:55:00,1.0,0.0,1.0,F59R,0.0,1080.0,1135.0,E6,arr,dpt
TR429,TR429,9VTRK,A320,PAX,0.0,,PEN,2019-05-13 22:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,D40R,0.0,1345.0,1439.0,F59L,arr,tow
TR565,TR350,9VTRC,A320,PAX,0.0,VTE,TRZ,2019-05-13 06:50:00,2019-05-13 09:00:00,1.0,0.0,1.0,F56L,0.0,410.0,540.0,F59L,arr,dpt
TR350,TR564,9VTRC,A320,PAX,0.0,TRZ,LPQ,2019-05-13 18:00:00,2019-05-13 21:15:00,1.0,0.0,1.0,E27L,0.0,1080.0,1275.0,F56L,arr,dpt
TR384,TR384,9VTRB,A319,PAX,0.0,CEB,,2019-05-13 00:00:00,2019-05-13 08:15:00,1.0,0.0,1.0,E10,0.0,0.0,495.0,D40L,arr,dpt
TR385,TR385,9VTRB,A319,PAX,0.0,,CEB,2019-05-13 16:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,F35L,0.0,985.0,1439.0,F52L,arr,tow
TR531,TR386,9VTAZ,A320,PAX,0.0,CRK,TRV,2019-05-13 06:20:00,2019-05-13 14:05:00,1.0,0.0,1.0,E8,0.0,380.0,845.0,E7,arr,dpt
TR387,TR387,9VTAZ,A320,PAX,0.0,,CRK,2019-05-13 22:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,E27L,0.0,1325.0,1439.0,F56L,arr,tow
TR606,TR606,9VTAN,A320,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 08:20:00,1.0,0.0,1.0,F56R,0.0,0.0,500.0,303,arr,dpt
TR607,TR468,9VTAN,A320,PAX,0.0,KUL,BKK,2019-05-13 13:55:00,2019-05-13 16:30:00,1.0,0.0,1.0,F36,0.0,835.0,990.0,F35L,arr,dpt
TR469,TR684,9VTAN,A320,PAX,0.0,KBV,KUL,2019-05-13 19:35:00,2019-05-13 20:45:00,1.0,0.0,1.0,E1,0.0,1175.0,1245.0,E6,arr,dpt
TR893,TR508,9VOFC,B788,PAX,0.0,ATQ,CTS,2019-05-13 04:20:00,2019-05-13 05:20:00,1.0,0.0,0.0,E12,1.0,260.0,320.0,E4,arr,tow
TR893,TR508,9VOFC,B788,PAX,0.0,ATQ,CTS,2019-05-13 05:20:00,2019-05-13 13:10:00,0.0,1.0,0.0,462,1.0,320.0,790.0,E4,tow,tow
TR893,TR508,9VOFC,B788,PAX,0.0,ATQ,CTS,2019-05-13 13:10:00,2019-05-13 15:10:00,0.0,0.0,1.0,F34,1.0,790.0,910.0,E4,tow,dpt
TR509,TR509,9VOFA,B788,PAX,0.0,,ATQ,2019-05-13 04:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,205,1.0,255.0,1439.0,E3,arr,tow
TR632,TR632,9VTRT,A320,PAX,0.0,HDY,,2019-05-13 00:00:00,2019-05-13 05:55:00,1.0,0.0,1.0,E8,0.0,0.0,355.0,209,arr,dpt
TR633,TR904,9VTRT,A320,PAX,0.0,MFM,HDY,2019-05-13 10:10:00,2019-05-13 13:10:00,1.0,0.0,1.0,D40L,0.0,610.0,790.0,E27L,arr,dpt
TR905,TR566,9VTRT,A320,PAX,0.0,TRZ,MFM,2019-05-13 21:45:00,2019-05-13 23:00:00,1.0,0.0,1.0,E1,0.0,1305.0,1380.0,F30,arr,dpt
TR685,TR572,9VTRU,A320,PAX,0.0,BLR,KBV,2019-05-13 01:05:00,2019-05-13 02:05:00,1.0,0.0,0.0,E26,0.0,65.0,125.0,F36,arr,tow
TR685,TR572,9VTRU,A320,PAX,0.0,BLR,KBV,2019-05-13 02:05:00,2019-05-13 20:20:00,0.0,1.0,0.0,304,0.0,125.0,1220.0,F36,tow,tow
TR685,TR572,9VTRU,A320,PAX,0.0,BLR,KBV,2019-05-13 20:20:00,2019-05-13 22:20:00,0.0,0.0,1.0,F30,0.0,1220.0,1340.0,F36,tow,dpt
TR575,TR575,9VTRP,A320,PAX,0.0,,HYD,2019-05-13 08:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,477,0.0,535.0,1439.0,F40,arr,tow
TR578,TR578,9VOFI,B788,PAX,0.0,MAA,,2019-05-13 00:00:00,2019-05-13 22:50:00,1.0,0.0,1.0,F58,1.0,0.0,1370.0,F42,arr,dpt
TR616,TR616,9VTRO,A320,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 16:00:00,1.0,0.0,0.0,403,0.0,0.0,960.0,F56R,arr,tow
TR616,TR616,9VTRO,A320,PAX,0.0,BKK,,2019-05-13 16:00:00,2019-05-13 18:00:00,0.0,0.0,1.0,F30,0.0,960.0,1080.0,F56R,tow,dpt
TR617,TR617,9VTRO,A320,PAX,0.0,,BKK,2019-05-13 23:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,E8,0.0,1425.0,1439.0,F59R,arr,tow
TR734,TR734,9VOFK,B788,PAX,0.0,TXL,,2019-05-13 00:00:00,2019-05-13 00:25:00,1.0,0.0,1.0,E3,1.0,0.0,25.0,E20,arr,dpt
TR804,TR804,9VOJD,B789,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 08:20:00,1.0,0.0,0.0,203,1.0,0.0,500.0,F54,arr,tow
TR804,TR804,9VOJD,B789,PAX,0.0,KIX,,2019-05-13 08:20:00,2019-05-13 10:20:00,0.0,0.0,1.0,F54,1.0,500.0,620.0,F54,tow,dpt
TR868,TR868,9VOFE,B788,PAX,0.0,NRT,,2019-05-13 00:00:00,2019-05-13 22:20:00,1.0,0.0,1.0,E22,1.0,0.0,1340.0,D40,arr,dpt
TR869,TR869,9VOJE,B789,PAX,0.0,,NRT,2019-05-13 20:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,F54,1.0,1225.0,1439.0,E5,arr,tow
TR874,TR874,9VTRS,A320,PAX,0.0,NRT,,2019-05-13 00:00:00,2019-05-13 08:50:00,1.0,0.0,1.0,E27L,0.0,0.0,530.0,D42R,arr,dpt
TR894,TR894,9VOFB,B788,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 06:00:00,1.0,0.0,1.0,E11,1.0,0.0,360.0,F31,arr,dpt
TR898,TR898,9VOJG,B789,PAX,0.0,NRT,,2019-05-13 00:00:00,2019-05-13 00:50:00,1.0,0.0,1.0,E20,1.0,0.0,50.0,F33,arr,dpt
TR899,TR899,9VOJG,B789,PAX,0.0,,NRT,2019-05-13 20:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,F31,1.0,1230.0,1439.0,F34,arr,tow
TR902,TR902,9VTAO,A320,PAX,0.0,MFM,,2019-05-13 00:00:00,2019-05-13 06:00:00,1.0,0.0,1.0,F40,0.0,0.0,360.0,F35R,arr,dpt
TR903,TR903,9VTAO,A320,PAX,0.0,,MFM,2019-05-13 14:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,402,0.0,865.0,1439.0,E27R,arr,tow
TR975,TR980,9VTNB,A20N,PAX,0.0,HKG,HKG,2019-05-13 01:50:00,2019-05-13 02:50:00,1.0,0.0,0.0,E12,0.0,110.0,170.0,E3,arr,tow
TR975,TR980,9VTNB,A20N,PAX,0.0,HKG,HKG,2019-05-13 02:50:00,2019-05-13 12:00:00,0.0,1.0,0.0,306,0.0,170.0,720.0,E3,tow,tow
TR975,TR980,9VTNB,A20N,PAX,0.0,HKG,HKG,2019-05-13 12:00:00,2019-05-13 14:00:00,0.0,0.0,1.0,D40R,0.0,720.0,840.0,E3,tow,dpt
TR981,TR981,9VTNB,A20N,PAX,0.0,,HKG,2019-05-13 23:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F30,0.0,1395.0,1439.0,F35L,arr,tow
TR978,TR978,9VTNA,A20N,PAX,0.0,HKG,,2019-05-13 00:00:00,2019-05-13 06:00:00,1.0,0.0,1.0,E7,0.0,0.0,360.0,D42R,arr,dpt
TR979,TR979,9VTNA,A320,PAX,0.0,,HKG,2019-05-13 14:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,474,0.0,895.0,1439.0,E27L,arr,tow
UA001,UA002,N27958,B789,PAX,0.0,SFO,SFO,2019-05-13 06:45:00,2019-05-13 09:00:00,1.0,0.0,1.0,F34,1.0,405.0,540.0,F31,arr,dpt
UA029,UA028,N38950,B789,PAX,0.0,SFO,SFO,2019-05-13 18:45:00,2019-05-13 21:00:00,1.0,0.0,1.0,E5,1.0,1125.0,1260.0,E20,arr,dpt
UB001,UB002,XYALB,B738,PAX,0.0,RGN,RGN,2019-05-13 12:00:00,2019-05-13 13:15:00,1.0,0.0,1.0,C20,0.0,720.0,795.0,A16,arr,dpt
UB003,UB004,XYALF,B738,PAX,0.0,RGN,RGN,2019-05-13 20:45:00,2019-05-13 21:45:00,1.0,0.0,1.0,A3,0.0,1245.0,1305.0,A14,arr,dpt
UL302,UL303,4RABQ,A321,PAX,0.0,CMB,CMB,2019-05-13 14:10:00,2019-05-13 15:15:00,1.0,0.0,1.0,A9,0.0,850.0,915.0,A9,arr,dpt
UL306,UL307,4RALA,A332,PAX,0.0,CMB,CMB,2019-05-13 08:30:00,2019-05-13 09:45:00,1.0,0.0,1.0,A21,1.0,510.0,585.0,A15,arr,dpt
UL308,UL309,4RAND,A321,PAX,0.0,CMB,CMB,2019-05-13 18:55:00,2019-05-13 20:10:00,1.0,0.0,1.0,A13,0.0,1135.0,1210.0,B8,arr,dpt
VJ811,VJ812,VNA632,A321,PAX,0.0,SGN,SGN,2019-05-13 12:05:00,2019-05-13 13:05:00,1.0,0.0,1.0,G6,0.0,725.0,785.0,G11,arr,dpt
VJ813,VJ814,VNA658,A320,PAX,0.0,SGN,SGN,2019-05-13 16:55:00,2019-05-13 17:55:00,1.0,0.0,1.0,G14,0.0,1015.0,1075.0,G14,arr,dpt
VJ915,VJ916,VNA687,A321,PAX,0.0,HAN,HAN,2019-05-13 13:55:00,2019-05-13 14:55:00,1.0,0.0,1.0,G14,0.0,835.0,895.0,G12,arr,dpt
VN651,VN650,VNA331,A321,PAX,0.0,SGN,SGN,2019-05-13 12:10:00,2019-05-13 13:10:00,1.0,0.0,1.0,G13,0.0,730.0,790.0,G17,arr,dpt
VN655,VN654,VNA614,A321,PAX,0.0,SGN,SGN,2019-05-13 17:25:00,2019-05-13 18:25:00,1.0,0.0,1.0,G8,0.0,1045.0,1105.0,G5,arr,dpt
VN657,VN656,VNA603,A321,PAX,0.0,SGN,SGN,2019-05-13 19:15:00,2019-05-13 20:45:00,1.0,0.0,1.0,G4,0.0,1155.0,1245.0,G17,arr,dpt
VN661,VN660,VNA361,A321,PAX,0.0,HAN,HAN,2019-05-13 11:55:00,2019-05-13 13:05:00,1.0,0.0,1.0,G10,0.0,715.0,785.0,G5,arr,dpt
VN663,VN662,VNA326,A321,PAX,0.0,HAN,HAN,2019-05-13 14:50:00,2019-05-13 15:50:00,1.0,0.0,1.0,G8,0.0,890.0,950.0,G5,arr,dpt
Z27234,Z27235,RPC8966,A320,PAX,0.0,CEB,CEB,2019-05-13 00:55:00,2019-05-13 01:45:00,1.0,0.0,1.0,G4,0.0,55.0,105.0,G4,arr,dpt
Z27236,Z27237,RPC8189,A320,PAX,0.0,CEB,CEB,2019-05-13 23:15:00,2019-05-13 23:55:00,1.0,0.0,1.0,G1,0.0,1395.0,1435.0,G11,arr,dpt
ZH9021,ZH9186,B1972,B738,PAX,0.0,KHN,SZX,2019-05-13 12:40:00,2019-05-13 14:00:00,1.0,0.0,1.0,D30,0.0,760.0,840.0,D48,arr,dpt
ZH9185,ZH9022,B1756,B738,PAX,0.0,SZX,KHN,2019-05-13 12:55:00,2019-05-13 14:25:00,1.0,0.0,1.0,C17L,0.0,775.0,865.0,D42L,arr,dpt
ZH9023,ZH9024,B1519,B738,PAX,0.0,SZX,SZX,2019-05-13 16:30:00,2019-05-13 17:30:00,1.0,0.0,1.0,C23,0.0,990.0,1050.0,D38,arr,dpt
